case_id,picking_touch_count,packing_touch_count,qc_touch_count,staging_touch_count,handoff_touch_count,pick_retouch_flag,pack_retouch_flag,qc_repeat_flag,staging_repeat_flag
ORD_2830381806,2,2,3,1,2,0,0,1,0
ORD_2830652759,2,2,3,1,2,0,0,1,0
ORD_2830818379,2,2,3,1,2,0,0,1,0
ORD_2831379338,2,2,3,1,2,0,0,1,0
ORD_2832825734,2,2,3,1,2,0,0,1,0
ORD_2832847769,2,2,3,1,2,0,0,1,0
ORD_2833624527,2,2,3,1,2,0,0,1,0
ORD_2835839310,2,2,3,1,2,0,0,1,0
ORD_2836360587,2,2,3,1,2,0,0,1,0
ORD_2837856807,2,2,3,1,2,0,0,1,0
ORD_2839111111,2,2,3,1,2,0,0,1,0
ORD_2839172854,2,2,3,1,2,0,0,1,0
ORD_2839226327,2,2,3,1,2,0,0,1,0
ORD_2841399666,2,2,3,1,2,0,0,1,0
ORD_2841554700,2,2,3,1,2,0,0,1,0
ORD_2841570334,2,2,3,1,2,0,0,1,0
ORD_2842888812,2,2,3,1,2,0,0,1,0
ORD_2843945768,2,2,3,1,2,0,0,1,0
ORD_2844419974,2,2,3,1,2,0,0,1,0
ORD_2844800484,2,2,3,1,2,0,0,1,0
ORD_2845424695,2,2,3,1,2,0,0,1,0
ORD_2846051004,2,2,3,1,2,0,0,1,0
ORD_2847781397,2,2,3,1,2,0,0,1,0
ORD_2848343781,2,2,3,1,2,0,0,1,0
ORD_2848808421,2,2,3,1,2,0,0,1,0
ORD_2849963626,2,2,3,1,2,0,0,1,0
ORD_2850221756,2,2,3,1,2,0,0,1,0
ORD_2850707777,2,2,3,1,2,0,0,1,0
ORD_2852074545,2,2,3,1,2,0,0,1,0
ORD_2852135736,2,2,3,1,2,0,0,1,0
ORD_2852374812,2,2,3,1,2,0,0,1,0
ORD_2853075892,2,2,3,1,2,0,0,1,0
ORD_2853231207,2,2,3,1,2,0,0,1,0
ORD_2853635867,2,2,3,1,2,0,0,1,0
ORD_2854100547,2,2,3,1,2,0,0,1,0
ORD_2854220202,2,2,3,1,2,0,0,1,0
ORD_2854879815,2,2,3,1,2,0,0,1,0
ORD_2856908884,2,2,3,1,2,0,0,1,0
ORD_2857613441,2,2,3,1,2,0,0,1,0
ORD_2858093241,2,2,3,1,2,0,0,1,0
ORD_2858645604,2,2,3,1,2,0,0,1,0
ORD_2858869701,2,2,3,1,2,0,0,1,0
ORD_2859475099,2,2,3,1,2,0,0,1,0
ORD_2860175682,2,2,3,1,2,0,0,1,0
ORD_2860677004,2,2,3,1,2,0,0,1,0
ORD_2860768835,2,2,3,1,2,0,0,1,0
ORD_2861629865,2,2,3,1,2,0,0,1,0
ORD_2861959886,2,2,3,1,2,0,0,1,0
ORD_2862307458,2,2,3,1,2,0,0,1,0
ORD_2862400733,2,2,3,1,2,0,0,1,0
ORD_2865861981,2,2,3,1,2,0,0,1,0
ORD_2866428794,2,2,3,1,2,0,0,1,0
ORD_2867551162,2,2,3,1,2,0,0,1,0
ORD_2870073308,2,2,3,1,2,0,0,1,0
ORD_2871210447,2,2,3,1,2,0,0,1,0
ORD_2871550247,2,2,3,1,2,0,0,1,0
ORD_2871562447,2,2,3,1,2,0,0,1,0
ORD_2871961650,2,2,3,1,2,0,0,1,0
ORD_2872604354,2,2,3,1,2,0,0,1,0
ORD_2872639406,2,2,3,1,2,0,0,1,0
ORD_2873836324,2,2,3,1,2,0,0,1,0
ORD_2873888751,2,2,3,1,2,0,0,1,0
ORD_2874130029,2,2,3,1,2,0,0,1,0
ORD_2874726509,2,2,3,1,2,0,0,1,0
ORD_2875299708,2,2,3,1,2,0,0,1,0
ORD_2875537603,2,2,3,1,2,0,0,1,0
ORD_2876006404,2,2,3,1,2,0,0,1,0
ORD_2877145362,2,2,3,1,2,0,0,1,0
ORD_2880947791,2,2,3,1,2,0,0,1,0
ORD_2881110904,2,2,3,1,2,0,0,1,0
ORD_2882787030,2,2,3,1,2,0,0,1,0
ORD_2885374809,2,2,3,1,2,0,0,1,0
ORD_2885674678,2,2,3,1,2,0,0,1,0
ORD_2886466897,2,2,3,1,2,0,0,1,0
ORD_2886553831,2,2,3,1,2,0,0,1,0
ORD_2886789177,2,2,3,1,2,0,0,1,0
ORD_2886984904,2,2,3,1,2,0,0,1,0
ORD_2888063155,2,2,3,1,2,0,0,1,0
ORD_2888484059,2,2,3,1,2,0,0,1,0
ORD_2889420463,2,2,3,1,2,0,0,1,0
ORD_2889716821,2,2,3,1,2,0,0,1,0
ORD_2890457313,2,2,3,1,2,0,0,1,0
ORD_2891027981,2,2,3,1,2,0,0,1,0
ORD_2891128577,2,2,3,1,2,0,0,1,0
ORD_2891339643,2,2,3,1,2,0,0,1,0
ORD_2891737059,2,2,3,1,2,0,0,1,0
ORD_2892140029,2,2,3,1,2,0,0,1,0
ORD_2892393028,2,2,3,1,2,0,0,1,0
ORD_2894872945,2,2,3,1,2,0,0,1,0
ORD_2896393117,2,2,3,1,2,0,0,1,0
ORD_2897098057,2,2,3,1,2,0,0,1,0
ORD_2898274107,2,2,3,1,2,0,0,1,0
ORD_2898535853,2,2,3,1,2,0,0,1,0
ORD_2900063330,2,2,3,1,2,0,0,1,0
ORD_2900791423,2,2,3,1,2,0,0,1,0
ORD_2901265326,2,2,3,1,2,0,0,1,0
ORD_2902061261,2,2,3,1,2,0,0,1,0
ORD_2902687611,2,2,3,1,2,0,0,1,0
ORD_2904034627,2,2,3,1,2,0,0,1,0
ORD_2904173215,2,2,3,1,2,0,0,1,0
ORD_2904755562,2,2,3,1,2,0,0,1,0
ORD_2904942964,2,2,3,1,2,0,0,1,0
ORD_2905219151,2,2,3,1,2,0,0,1,0
ORD_2906030986,2,2,3,1,2,0,0,1,0
ORD_2907423702,2,2,3,1,2,0,0,1,0
ORD_2907476823,2,2,3,1,2,0,0,1,0
ORD_2907838588,2,2,3,1,2,0,0,1,0
ORD_2908859751,2,2,3,1,2,0,0,1,0
ORD_2909560925,2,2,3,1,2,0,0,1,0
ORD_2912323082,2,2,3,1,2,0,0,1,0
ORD_2912441322,2,2,3,1,2,0,0,1,0
ORD_2914047430,2,2,3,1,2,0,0,1,0
ORD_2914545950,2,2,3,1,2,0,0,1,0
ORD_2916179755,2,2,3,1,2,0,0,1,0
ORD_2917910424,2,2,3,1,2,0,0,1,0
ORD_2918058036,2,2,3,1,2,0,0,1,0
ORD_2919400186,2,2,3,1,2,0,0,1,0
ORD_2919509437,2,2,3,1,2,0,0,1,0
ORD_2921209518,2,2,3,1,2,0,0,1,0
ORD_2921837172,2,2,3,1,2,0,0,1,0
ORD_2922374296,2,2,3,1,2,0,0,1,0
ORD_2923405380,2,2,3,1,2,0,0,1,0
ORD_2923420919,2,2,3,1,2,0,0,1,0
ORD_2926255230,2,2,3,1,2,0,0,1,0
ORD_2926960874,2,2,3,1,2,0,0,1,0
ORD_2928759779,2,2,3,1,2,0,0,1,0
ORD_2930230095,2,2,3,1,2,0,0,1,0
ORD_2930236292,2,2,3,1,2,0,0,1,0
ORD_2931056359,2,2,3,1,2,0,0,1,0
ORD_2932955877,2,2,3,1,2,0,0,1,0
ORD_2933027343,2,2,3,1,2,0,0,1,0
ORD_2933274255,2,2,3,1,2,0,0,1,0
ORD_2934634979,2,2,3,1,2,0,0,1,0
ORD_2935127251,2,2,3,1,2,0,0,1,0
ORD_2935579438,2,2,3,1,2,0,0,1,0
ORD_2935614498,2,2,3,1,2,0,0,1,0
ORD_2936786532,2,2,3,1,2,0,0,1,0
ORD_2937495036,2,2,3,1,2,0,0,1,0
ORD_2937625847,2,2,3,1,2,0,0,1,0
ORD_2937696064,2,2,3,1,2,0,0,1,0
ORD_2937813674,2,2,3,1,2,0,0,1,0
ORD_2939935331,2,2,3,1,2,0,0,1,0
ORD_2942244166,2,2,3,1,2,0,0,1,0
ORD_2943447096,2,2,3,1,2,0,0,1,0
ORD_2943559584,2,2,3,1,2,0,0,1,0
ORD_2945667135,2,2,3,1,2,0,0,1,0
ORD_2946749189,2,2,3,1,2,0,0,1,0
ORD_2947118337,2,2,3,1,2,0,0,1,0
ORD_2947412490,2,2,3,1,2,0,0,1,0
ORD_2947671889,2,2,3,1,2,0,0,1,0
ORD_2949880012,2,2,3,1,2,0,0,1,0
ORD_2950605635,2,2,3,1,2,0,0,1,0
ORD_2950783153,2,2,3,1,2,0,0,1,0
ORD_2951402815,2,2,3,1,2,0,0,1,0
ORD_2953581865,2,2,3,1,2,0,0,1,0
ORD_2954003499,2,2,3,1,2,0,0,1,0
ORD_2954031658,2,2,3,1,2,0,0,1,0
ORD_2954694834,2,2,3,1,2,0,0,1,0
ORD_2957604120,2,2,3,1,2,0,0,1,0
ORD_2959935505,2,2,3,1,2,0,0,1,0
ORD_2960248296,2,2,3,1,2,0,0,1,0
ORD_2960795983,2,2,3,1,2,0,0,1,0
ORD_2960848733,2,2,3,1,2,0,0,1,0
ORD_2961120000,2,2,3,1,2,0,0,1,0
ORD_2962031531,2,2,3,1,2,0,0,1,0
ORD_2962246126,2,2,3,1,2,0,0,1,0
ORD_2964063265,2,2,3,1,2,0,0,1,0
ORD_2965851233,2,2,3,1,2,0,0,1,0
ORD_2966137938,2,2,3,1,2,0,0,1,0
ORD_2967000891,2,2,3,1,2,0,0,1,0
ORD_2967037966,2,2,3,1,2,0,0,1,0
ORD_2968142505,2,2,3,1,2,0,0,1,0
ORD_2969621519,2,2,3,1,2,0,0,1,0
ORD_2971626733,2,2,3,1,2,0,0,1,0
ORD_2972406915,2,2,3,1,2,0,0,1,0
ORD_2972527163,2,2,3,1,2,0,0,1,0
ORD_2973728190,2,2,3,1,2,0,0,1,0
ORD_2974076599,2,2,3,1,2,0,0,1,0
ORD_2974429541,2,2,3,1,2,0,0,1,0
ORD_2974646512,2,2,3,1,2,0,0,1,0
ORD_2975965949,2,2,3,1,2,0,0,1,0
ORD_2976338563,2,2,3,1,2,0,0,1,0
ORD_2976480612,2,2,3,1,2,0,0,1,0
ORD_2978044042,2,2,3,1,2,0,0,1,0
ORD_2980083258,2,2,3,1,2,0,0,1,0
ORD_2980959241,2,2,3,1,2,0,0,1,0
ORD_2982833855,2,2,3,1,2,0,0,1,0
ORD_2983278225,2,2,3,1,2,0,0,1,0
ORD_2983363641,2,2,3,1,2,0,0,1,0
ORD_2985512597,2,2,3,1,2,0,0,1,0
ORD_2986313951,2,2,3,1,2,0,0,1,0
ORD_2986440715,2,2,3,1,2,0,0,1,0
ORD_2986518080,2,2,3,1,2,0,0,1,0
ORD_2988198942,2,2,3,1,2,0,0,1,0
ORD_2988338669,2,2,3,1,2,0,0,1,0
ORD_2988616209,2,2,3,1,2,0,0,1,0
ORD_2988691895,2,2,3,1,2,0,0,1,0
ORD_2989695138,2,2,3,1,2,0,0,1,0
ORD_2992481122,2,2,3,1,2,0,0,1,0
ORD_2992511341,2,2,3,1,2,0,0,1,0
ORD_2992725266,2,2,3,1,2,0,0,1,0
ORD_2993469245,2,2,3,1,2,0,0,1,0
ORD_2993765186,2,2,3,1,2,0,0,1,0
ORD_2993970472,2,2,3,1,2,0,0,1,0
ORD_2994193496,2,2,3,1,2,0,0,1,0
ORD_2994929227,2,2,3,1,2,0,0,1,0
ORD_2995080679,2,2,3,1,2,0,0,1,0
ORD_2995324094,2,2,3,1,2,0,0,1,0
ORD_2995915468,2,2,3,1,2,0,0,1,0
ORD_2996868111,2,2,3,1,2,0,0,1,0
ORD_2997844799,2,2,3,1,2,0,0,1,0
ORD_2998008306,2,2,3,1,2,0,0,1,0
ORD_2998523720,2,2,3,1,2,0,0,1,0
ORD_2998911136,2,2,3,1,2,0,0,1,0
ORD_3000023723,2,2,3,1,2,0,0,1,0
ORD_3000399292,2,2,3,1,2,0,0,1,0
ORD_3000431213,2,2,3,1,2,0,0,1,0
ORD_3000507102,2,2,3,1,2,0,0,1,0
ORD_3000627263,2,2,3,1,2,0,0,1,0
ORD_3001635095,2,2,3,1,2,0,0,1,0
ORD_3002687607,2,2,3,1,2,0,0,1,0
ORD_3004490902,2,2,3,1,2,0,0,1,0
ORD_3006934288,2,2,3,1,2,0,0,1,0
ORD_3007138373,2,2,3,1,2,0,0,1,0
ORD_3007829348,2,2,3,1,2,0,0,1,0
ORD_3009512774,2,2,3,1,2,0,0,1,0
ORD_3010033023,2,2,3,1,2,0,0,1,0
ORD_3010719880,2,2,3,1,2,0,0,1,0
ORD_3010911633,2,2,3,1,2,0,0,1,0
ORD_3011398502,2,2,3,1,2,0,0,1,0
ORD_3011443979,2,2,3,1,2,0,0,1,0
ORD_3011489549,2,2,3,1,2,0,0,1,0
ORD_3012017705,2,2,3,1,2,0,0,1,0
ORD_3012628278,2,2,3,1,2,0,0,1,0
ORD_3014434931,2,2,3,1,2,0,0,1,0
ORD_3014699296,2,2,3,1,2,0,0,1,0
ORD_3016550829,2,2,3,1,2,0,0,1,0
ORD_3017722561,2,2,3,1,2,0,0,1,0
ORD_3018574442,2,2,3,1,2,0,0,1,0
ORD_3018843245,2,2,3,1,2,0,0,1,0
ORD_3020889301,2,2,3,1,2,0,0,1,0
ORD_3021888892,2,2,3,1,2,0,0,1,0
ORD_3021896587,2,2,3,1,2,0,0,1,0
ORD_3022074163,2,2,3,1,2,0,0,1,0
ORD_3023977907,2,2,3,1,2,0,0,1,0
ORD_3025338120,2,2,3,1,2,0,0,1,0
ORD_3027367026,2,2,3,1,2,0,0,1,0
ORD_3029427875,2,2,3,1,2,0,0,1,0
ORD_3029546674,2,2,3,1,2,0,0,1,0
ORD_3030538024,2,2,3,1,2,0,0,1,0
ORD_3030684353,2,2,3,1,2,0,0,1,0
ORD_3030806698,2,2,3,1,2,0,0,1,0
ORD_3030845614,2,2,3,1,2,0,0,1,0
ORD_3031363544,2,2,3,1,2,0,0,1,0
ORD_3032943497,2,2,3,1,2,0,0,1,0
ORD_3033946911,2,2,3,1,2,0,0,1,0
ORD_3034966705,2,2,3,1,2,0,0,1,0
ORD_3035462247,2,2,3,1,2,0,0,1,0
ORD_3038064754,2,2,3,1,2,0,0,1,0
ORD_3038825363,2,2,3,1,2,0,0,1,0
ORD_3039072268,2,2,3,1,2,0,0,1,0
ORD_3039355169,2,2,3,1,2,0,0,1,0
ORD_3041122387,2,2,3,1,2,0,0,1,0
ORD_3041830094,2,2,3,1,2,0,0,1,0
ORD_3042364474,2,2,3,1,2,0,0,1,0
ORD_3043502316,2,2,3,1,2,0,0,1,0
ORD_3046126787,2,2,3,1,2,0,0,1,0
ORD_3046935346,2,2,3,1,2,0,0,1,0
ORD_3047640618,2,2,3,1,2,0,0,1,0
ORD_3048367795,2,2,3,1,2,0,0,1,0
ORD_3048452393,2,2,3,1,2,0,0,1,0
ORD_3048919310,2,2,3,1,2,0,0,1,0
ORD_3049404188,2,2,3,1,2,0,0,1,0
ORD_3050147861,2,2,3,1,2,0,0,1,0
ORD_3050576017,2,2,3,1,2,0,0,1,0
ORD_3051239033,2,2,3,1,2,0,0,1,0
ORD_3051626859,2,2,3,1,2,0,0,1,0
ORD_3052458505,2,2,3,1,2,0,0,1,0
ORD_3052992010,2,2,3,1,2,0,0,1,0
ORD_3053099141,2,2,3,1,2,0,0,1,0
ORD_3055319617,2,2,3,1,2,0,0,1,0
ORD_3056564279,2,2,3,1,2,0,0,1,0
ORD_3057928594,2,2,3,1,2,0,0,1,0
ORD_3059299504,2,2,3,1,2,0,0,1,0
ORD_3059996375,2,2,3,1,2,0,0,1,0
ORD_3061979248,2,2,3,1,2,0,0,1,0
ORD_3062182836,2,2,3,1,2,0,0,1,0
ORD_3062955519,2,2,3,1,2,0,0,1,0
ORD_3063537034,2,2,3,1,2,0,0,1,0
ORD_3066446249,2,2,3,1,2,0,0,1,0
ORD_3066518945,2,2,3,1,2,0,0,1,0
ORD_3067531466,2,2,3,1,2,0,0,1,0
ORD_3068235055,2,2,3,1,2,0,0,1,0
ORD_3070759500,2,2,3,1,2,0,0,1,0
ORD_3072557104,2,2,3,1,2,0,0,1,0
ORD_3072790759,2,2,3,1,2,0,0,1,0
ORD_3073382399,2,2,3,1,2,0,0,1,0
ORD_3073410871,2,2,3,1,2,0,0,1,0
ORD_3073710564,2,2,3,1,2,0,0,1,0
ORD_3074513893,2,2,3,1,2,0,0,1,0
ORD_3074528267,2,2,3,1,2,0,0,1,0
ORD_3074852927,2,2,3,1,2,0,0,1,0
ORD_3075417276,2,2,3,1,2,0,0,1,0
ORD_3076120888,2,2,3,1,2,0,0,1,0
ORD_3080368817,2,2,3,1,2,0,0,1,0
ORD_3082380224,2,2,3,1,2,0,0,1,0
ORD_3082881392,2,2,3,1,2,0,0,1,0
ORD_3083040311,2,2,3,1,2,0,0,1,0
ORD_3083172560,2,2,3,1,2,0,0,1,0
ORD_3083176395,2,2,3,1,2,0,0,1,0
ORD_3084911661,2,2,3,1,2,0,0,1,0
ORD_3084951946,2,2,3,1,2,0,0,1,0
ORD_3086025607,2,2,3,1,2,0,0,1,0
ORD_3086657268,2,2,3,1,2,0,0,1,0
ORD_3086727615,2,2,3,1,2,0,0,1,0
ORD_3086899109,2,2,3,1,2,0,0,1,0
ORD_3087691184,2,2,3,1,2,0,0,1,0
ORD_3090073770,2,2,3,1,2,0,0,1,0
ORD_3090142881,2,2,3,1,2,0,0,1,0
ORD_3090201194,2,2,3,1,2,0,0,1,0
ORD_3090995409,2,2,3,1,2,0,0,1,0
ORD_3092452333,2,2,3,1,2,0,0,1,0
ORD_3094539293,2,2,3,1,2,0,0,1,0
ORD_3095072726,2,2,3,1,2,0,0,1,0
ORD_3097079356,2,2,3,1,2,0,0,1,0
ORD_3097503193,2,2,3,1,2,0,0,1,0
ORD_3097698274,2,2,3,1,2,0,0,1,0
ORD_3101280447,2,2,3,1,2,0,0,1,0
ORD_3102341884,2,2,3,1,2,0,0,1,0
ORD_3102344533,2,2,3,1,2,0,0,1,0
ORD_3104369438,2,2,3,1,2,0,0,1,0
ORD_3104470042,2,2,3,1,2,0,0,1,0
ORD_3105591107,2,2,3,1,2,0,0,1,0
ORD_3105656974,2,2,3,1,2,0,0,1,0
ORD_3105706917,2,2,3,1,2,0,0,1,0
ORD_3106035659,2,2,3,1,2,0,0,1,0
ORD_3107540358,2,2,3,1,2,0,0,1,0
ORD_3110159075,2,2,3,1,2,0,0,1,0
ORD_3111468831,2,2,3,1,2,0,0,1,0
ORD_3112532267,2,2,3,1,2,0,0,1,0
ORD_3113447246,2,2,3,1,2,0,0,1,0
ORD_3114427003,2,2,3,1,2,0,0,1,0
ORD_3114814928,2,2,3,1,2,0,0,1,0
ORD_3116301430,2,2,3,1,2,0,0,1,0
ORD_3117309966,2,2,3,1,2,0,0,1,0
ORD_3117364538,2,2,3,1,2,0,0,1,0
ORD_3117633124,2,2,3,1,2,0,0,1,0
ORD_3119054065,2,2,3,1,2,0,0,1,0
ORD_3120366075,2,2,3,1,2,0,0,1,0
ORD_3120673058,2,2,3,1,2,0,0,1,0
ORD_3120890373,2,2,3,1,2,0,0,1,0
ORD_3122431768,2,2,3,1,2,0,0,1,0
ORD_3122928461,2,2,3,1,2,0,0,1,0
ORD_3123483509,2,2,3,1,2,0,0,1,0
ORD_3124184967,2,2,3,1,2,0,0,1,0
ORD_3124429279,2,2,3,1,2,0,0,1,0
ORD_3125565209,2,2,3,1,2,0,0,1,0
ORD_3126742287,2,2,3,1,2,0,0,1,0
ORD_3128410311,2,2,3,1,2,0,0,1,0
ORD_3128643915,2,2,3,1,2,0,0,1,0
ORD_3131417549,2,2,3,1,2,0,0,1,0
ORD_3131461780,2,2,3,1,2,0,0,1,0
ORD_3131643436,2,2,3,1,2,0,0,1,0
ORD_3133811482,2,2,3,1,2,0,0,1,0
ORD_3134543567,2,2,3,1,2,0,0,1,0
ORD_3136264432,2,2,3,1,2,0,0,1,0
ORD_3137031848,2,2,3,1,2,0,0,1,0
ORD_3137071232,2,2,3,1,2,0,0,1,0
ORD_3137175007,2,2,3,1,2,0,0,1,0
ORD_3137641280,2,2,3,1,2,0,0,1,0
ORD_3137656589,2,2,3,1,2,0,0,1,0
ORD_3137662373,2,2,3,1,2,0,0,1,0
ORD_3138541618,2,2,3,1,2,0,0,1,0
ORD_3138635123,2,2,3,1,2,0,0,1,0
ORD_3139350586,2,2,3,1,2,0,0,1,0
ORD_3142147458,2,2,3,1,2,0,0,1,0
ORD_3142532110,2,2,3,1,2,0,0,1,0
ORD_3143481016,2,2,3,1,2,0,0,1,0
ORD_3143489433,2,2,3,1,2,0,0,1,0
ORD_3144473297,2,2,3,1,2,0,0,1,0
ORD_3145975403,2,2,3,1,2,0,0,1,0
ORD_3145979878,2,2,3,1,2,0,0,1,0
ORD_3146607548,2,2,3,1,2,0,0,1,0
ORD_3147587812,2,2,3,1,2,0,0,1,0
ORD_3148190294,2,2,3,1,2,0,0,1,0
ORD_3148295195,2,2,3,1,2,0,0,1,0
ORD_3149017220,2,2,3,1,2,0,0,1,0
ORD_3150415265,2,2,3,1,2,0,0,1,0
ORD_3150772171,2,2,3,1,2,0,0,1,0
ORD_3151950476,2,2,3,1,2,0,0,1,0
ORD_3152780923,2,2,3,1,2,0,0,1,0
ORD_3153773042,2,2,3,1,2,0,0,1,0
ORD_3154150545,2,2,3,1,2,0,0,1,0
ORD_3154836737,2,2,3,1,2,0,0,1,0
ORD_3155525699,2,2,3,1,2,0,0,1,0
ORD_3156697724,2,2,3,1,2,0,0,1,0
ORD_3156846283,2,2,3,1,2,0,0,1,0
ORD_3157048590,2,2,3,1,2,0,0,1,0
ORD_3157667389,2,2,3,1,2,0,0,1,0
ORD_3158077283,2,2,3,1,2,0,0,1,0
ORD_3158373545,2,2,3,1,2,0,0,1,0
ORD_3160453299,2,2,3,1,2,0,0,1,0
ORD_3161635907,2,2,3,1,2,0,0,1,0
ORD_3162181766,2,2,3,1,2,0,0,1,0
ORD_3162714806,2,2,3,1,2,0,0,1,0
ORD_3163358395,2,2,3,1,2,0,0,1,0
ORD_3165060347,2,2,3,1,2,0,0,1,0
ORD_3165156655,2,2,3,1,2,0,0,1,0
ORD_3165599647,2,2,3,1,2,0,0,1,0
ORD_3166591538,2,2,3,1,2,0,0,1,0
ORD_3169050636,2,2,3,1,2,0,0,1,0
ORD_3169937879,2,2,3,1,2,0,0,1,0
ORD_3169986743,2,2,3,1,2,0,0,1,0
ORD_3171238558,2,2,3,1,2,0,0,1,0
ORD_3172189720,2,2,3,1,2,0,0,1,0
ORD_3173110092,2,2,3,1,2,0,0,1,0
ORD_3173896660,2,2,3,1,2,0,0,1,0
ORD_3174385070,2,2,3,1,2,0,0,1,0
ORD_3175105643,2,2,3,1,2,0,0,1,0
ORD_3176550401,2,2,3,1,2,0,0,1,0
ORD_3178852655,2,2,3,1,2,0,0,1,0
ORD_3179398151,2,2,3,1,2,0,0,1,0
ORD_3179405196,2,2,3,1,2,0,0,1,0
ORD_3180096540,2,2,3,1,2,0,0,1,0
ORD_3180837069,2,2,3,1,2,0,0,1,0
ORD_3182694420,2,2,3,1,2,0,0,1,0
ORD_3182993612,2,2,3,1,2,0,0,1,0
ORD_3183319873,2,2,3,1,2,0,0,1,0
ORD_3186170678,2,2,3,1,2,0,0,1,0
ORD_3186918223,2,2,3,1,2,0,0,1,0
ORD_3191057608,2,2,3,1,2,0,0,1,0
ORD_3192842269,2,2,3,1,2,0,0,1,0
ORD_3193339544,2,2,3,1,2,0,0,1,0
ORD_3193453670,2,2,3,1,2,0,0,1,0
ORD_3194483535,2,2,3,1,2,0,0,1,0
ORD_3196331960,2,2,3,1,2,0,0,1,0
ORD_3196868979,2,2,3,1,2,0,0,1,0
ORD_3197776985,2,2,3,1,2,0,0,1,0
ORD_3197861949,2,2,3,1,2,0,0,1,0
ORD_3198582678,2,2,3,1,2,0,0,1,0
ORD_3198663430,2,2,3,1,2,0,0,1,0
ORD_3198815869,2,2,3,1,2,0,0,1,0
ORD_3201144686,2,2,3,1,2,0,0,1,0
ORD_3201167571,2,2,3,1,2,0,0,1,0
ORD_3202428396,2,2,3,1,2,0,0,1,0
ORD_3202462571,2,2,3,1,2,0,0,1,0
ORD_3205291374,2,2,3,1,2,0,0,1,0
ORD_3205343720,2,2,3,1,2,0,0,1,0
ORD_3206474185,2,2,3,1,2,0,0,1,0
ORD_3207043347,2,2,3,1,2,0,0,1,0
ORD_3207115625,2,2,3,1,2,0,0,1,0
ORD_3207447574,2,2,3,1,2,0,0,1,0
ORD_3207704690,2,2,3,1,2,0,0,1,0
ORD_3209483145,2,2,3,1,2,0,0,1,0
ORD_3209665205,2,2,3,1,2,0,0,1,0
ORD_3210001034,2,2,3,1,2,0,0,1,0
ORD_3210713136,2,2,3,1,2,0,0,1,0
ORD_3211767512,2,2,3,1,2,0,0,1,0
ORD_3212794446,2,2,3,1,2,0,0,1,0
ORD_3213357844,2,2,3,1,2,0,0,1,0
ORD_3215054196,2,2,3,1,2,0,0,1,0
ORD_3215186415,2,2,3,1,2,0,0,1,0
ORD_3215828729,2,2,3,1,2,0,0,1,0
ORD_3216328793,2,2,3,1,2,0,0,1,0
ORD_3216464539,2,2,3,1,2,0,0,1,0
ORD_3219318745,2,2,3,1,2,0,0,1,0
ORD_3219683131,2,2,3,1,2,0,0,1,0
ORD_3221012725,2,2,3,1,2,0,0,1,0
ORD_3221437186,2,2,3,1,2,0,0,1,0
ORD_3221809034,2,2,3,1,2,0,0,1,0
ORD_3222940887,2,2,3,1,2,0,0,1,0
ORD_3225391107,2,2,3,1,2,0,0,1,0
ORD_3226344367,2,2,3,1,2,0,0,1,0
ORD_3226951521,2,2,3,1,2,0,0,1,0
ORD_3227018541,2,2,3,1,2,0,0,1,0
ORD_3228382621,2,2,3,1,2,0,0,1,0
ORD_3228927146,2,2,3,1,2,0,0,1,0
ORD_3230310462,2,2,3,1,2,0,0,1,0
ORD_3232405322,2,2,3,1,2,0,0,1,0
ORD_3235094645,2,2,3,1,2,0,0,1,0
ORD_3235355805,2,2,3,1,2,0,0,1,0
ORD_3236098899,2,2,3,1,2,0,0,1,0
ORD_3236645186,2,2,3,1,2,0,0,1,0
ORD_3236645250,2,2,3,1,2,0,0,1,0
ORD_3237565546,2,2,3,1,2,0,0,1,0
ORD_3237841249,2,2,3,1,2,0,0,1,0
ORD_3238097573,2,2,3,1,2,0,0,1,0
ORD_3238578545,2,2,3,1,2,0,0,1,0
ORD_3239423722,2,2,3,1,2,0,0,1,0
ORD_3239696945,2,2,3,1,2,0,0,1,0
ORD_3240648541,2,2,3,1,2,0,0,1,0
ORD_3240656858,2,2,3,1,2,0,0,1,0
ORD_3244537861,2,2,3,1,2,0,0,1,0
ORD_3245097343,2,2,3,1,2,0,0,1,0
ORD_3245376579,2,2,3,1,2,0,0,1,0
ORD_3245548881,2,2,3,1,2,0,0,1,0
ORD_3246174434,2,2,3,1,2,0,0,1,0
ORD_3247135246,2,2,3,1,2,0,0,1,0
ORD_3248323975,2,2,3,1,2,0,0,1,0
ORD_3249753991,2,2,3,1,2,0,0,1,0
ORD_3251827710,2,2,3,1,2,0,0,1,0
ORD_3253068862,2,2,3,1,2,0,0,1,0
ORD_3254165322,2,2,3,1,2,0,0,1,0
ORD_3254723059,2,2,3,1,2,0,0,1,0
ORD_3255541178,2,2,3,1,2,0,0,1,0
ORD_3255585183,2,2,3,1,2,0,0,1,0
ORD_3258053465,2,2,3,1,2,0,0,1,0
ORD_3258103191,2,2,3,1,2,0,0,1,0
ORD_3258502251,2,2,3,1,2,0,0,1,0
ORD_3260065324,2,2,3,1,2,0,0,1,0
ORD_3261216115,2,2,3,1,2,0,0,1,0
ORD_3261590162,2,2,3,1,2,0,0,1,0
ORD_3262409959,2,2,3,1,2,0,0,1,0
ORD_3262534854,2,2,3,1,2,0,0,1,0
ORD_3263061312,2,2,3,1,2,0,0,1,0
