case_id,avg_gap_to_next_min,max_gap_to_next_min
ORD_1986471154,0.0,0.0
ORD_1986688022,0.0,0.0
ORD_1988037102,0.0,0.0
ORD_1989281718,0.0,0.0
ORD_1989726895,0.0,0.0
ORD_1989847931,0.0,0.0
ORD_1990503827,0.0,0.0
ORD_1990768801,0.0,0.0
ORD_1991427150,0.0,0.0
ORD_1992273817,0.0,0.0
ORD_1993031900,0.0,0.0
ORD_1993283886,0.0,0.0
ORD_1994267260,0.0,0.0
ORD_1994582716,0.0,0.0
ORD_1995428019,0.0,0.0
ORD_1997083421,0.0,0.0
ORD_1997563532,0.0,0.0
ORD_1997780522,0.0,0.0
ORD_1999311269,0.0,0.0
ORD_2003378944,0.0,0.0
ORD_2003977606,0.0,0.0
ORD_2004272119,0.0,0.0
ORD_2004916723,0.0,0.0
ORD_2005193432,0.0,0.0
ORD_2006223774,0.0,0.0
ORD_2006590029,0.0,0.0
ORD_2007143649,0.0,0.0
ORD_2007682298,0.0,0.0
ORD_2007916520,0.0,0.0
ORD_2010914058,0.0,0.0
ORD_2011425962,0.0,0.0
ORD_2017367603,0.0,0.0
ORD_2019180483,0.0,0.0
ORD_2019268768,0.0,0.0
ORD_2019430126,0.0,0.0
ORD_2021813628,0.0,0.0
ORD_2021869613,0.0,0.0
ORD_2022755602,0.0,0.0
ORD_2022766431,0.0,0.0
ORD_2023582594,0.0,0.0
ORD_2024881581,0.0,0.0
ORD_2024906878,0.0,0.0
ORD_2026353753,0.0,0.0
ORD_2026571487,0.0,0.0
ORD_2027351907,0.0,0.0
ORD_2028286068,0.0,0.0
ORD_2031877828,0.0,0.0
ORD_2033171794,0.0,0.0
ORD_2033861106,0.0,0.0
ORD_2033891646,0.0,0.0
ORD_2035483647,0.0,0.0
ORD_2037164725,0.0,0.0
ORD_2037225341,0.0,0.0
ORD_2039047275,0.0,0.0
ORD_2039442061,0.0,0.0
ORD_2039442599,0.0,0.0
ORD_2039633329,0.0,0.0
ORD_2039882437,0.0,0.0
ORD_2042473378,0.0,0.0
ORD_2042914151,0.0,0.0
ORD_2044188006,0.0,0.0
ORD_2044504360,0.0,0.0
ORD_2045053114,0.0,0.0
ORD_2047290007,0.0,0.0
ORD_2048666733,0.0,0.0
ORD_2049491307,0.0,0.0
ORD_2051031137,0.0,0.0
ORD_2051127204,0.0,0.0
ORD_2052467117,0.0,0.0
ORD_2052859833,0.0,0.0
ORD_2053315512,0.0,0.0
ORD_2053328796,0.0,0.0
ORD_2053551481,0.0,0.0
ORD_2055069303,0.0,0.0
ORD_2055535400,0.0,0.0
ORD_2056049353,0.0,0.0
ORD_2056708907,0.0,0.0
ORD_2056836448,0.0,0.0
ORD_2058140161,0.0,0.0
ORD_2058769322,0.0,0.0
ORD_2059142530,0.0,0.0
ORD_2059499250,0.0,0.0
ORD_2060129026,0.0,0.0
ORD_2060697347,0.0,0.0
ORD_2062018732,0.0,0.0
ORD_2062127505,0.0,0.0
ORD_2062179658,0.0,0.0
ORD_2062209333,0.0,0.0
ORD_2062312640,0.0,0.0
ORD_2064223811,0.0,0.0
ORD_2064227359,0.0,0.0
ORD_2066458969,0.0,0.0
ORD_2067216657,0.0,0.0
ORD_2068350079,0.0,0.0
ORD_2071682342,0.0,0.0
ORD_2072701799,0.0,0.0
ORD_2073359247,0.0,0.0
ORD_2073491121,0.0,0.0
ORD_2073693272,0.0,0.0
ORD_2073962760,0.0,0.0
ORD_2074128503,0.0,0.0
ORD_2074646517,0.0,0.0
ORD_2074794029,0.0,0.0
ORD_2075246405,0.0,0.0
ORD_2075520758,0.0,0.0
ORD_2075750457,0.0,0.0
ORD_2075850818,0.0,0.0
ORD_2076157033,0.0,0.0
ORD_2076588689,0.0,0.0
ORD_2077505741,0.0,0.0
ORD_2080381822,0.0,0.0
ORD_2080763941,0.0,0.0
ORD_2083382590,0.0,0.0
ORD_2084922808,0.0,0.0
ORD_2085634955,0.0,0.0
ORD_2085968644,0.0,0.0
ORD_2086130674,0.0,0.0
ORD_2086317357,0.0,0.0
ORD_2087994534,0.0,0.0
ORD_2091088582,0.0,0.0
ORD_2092644554,0.0,0.0
ORD_2093125707,0.0,0.0
ORD_2093524759,0.0,0.0
ORD_2094879180,0.0,0.0
ORD_2095372642,0.0,0.0
ORD_2096316924,0.0,0.0
ORD_2096953685,0.0,0.0
ORD_2098146111,0.0,0.0
ORD_2098150214,0.0,0.0
ORD_2098994579,0.0,0.0
ORD_2099339234,0.0,0.0
ORD_2101939268,0.0,0.0
ORD_2102788967,0.0,0.0
ORD_2103062331,0.0,0.0
ORD_2104993010,0.0,0.0
ORD_2105202395,0.0,0.0
ORD_2106626884,0.0,0.0
ORD_2106664770,0.0,0.0
ORD_2109218095,0.0,0.0
ORD_2110732377,0.0,0.0
ORD_2110989104,0.0,0.0
ORD_2112906291,0.0,0.0
ORD_2113682709,0.0,0.0
ORD_2114341340,0.0,0.0
ORD_2114550679,0.0,0.0
ORD_2115496100,0.0,0.0
ORD_2116000962,0.0,0.0
ORD_2117182470,0.0,0.0
ORD_2117376991,0.0,0.0
ORD_2117489022,0.0,0.0
ORD_2118971287,0.0,0.0
ORD_2119178012,0.0,0.0
ORD_2119637050,0.0,0.0
ORD_2120198777,0.0,0.0
ORD_2120240728,0.0,0.0
ORD_2120351834,0.0,0.0
ORD_2120591632,0.0,0.0
ORD_2121189072,0.0,0.0
ORD_2121764464,0.0,0.0
ORD_2123640440,0.0,0.0
ORD_2124629379,0.0,0.0
ORD_2125457108,0.0,0.0
ORD_2126034360,0.0,0.0
ORD_2128511235,0.0,0.0
ORD_2128776690,0.0,0.0
ORD_2129584321,0.0,0.0
ORD_2129774281,0.0,0.0
ORD_2130414418,0.0,0.0
ORD_2131111446,0.0,0.0
ORD_2132025380,0.0,0.0
ORD_2133711323,0.0,0.0
ORD_2133984893,0.0,0.0
ORD_2133987331,0.0,0.0
ORD_2134086906,0.0,0.0
ORD_2134232319,0.0,0.0
ORD_2135040967,0.0,0.0
ORD_2135083681,0.0,0.0
ORD_2137211783,0.0,0.0
ORD_2137258702,0.0,0.0
ORD_2138018007,0.0,0.0
ORD_2140180165,0.0,0.0
ORD_2141169093,0.0,0.0
ORD_2141389920,0.0,0.0
ORD_2143469279,0.0,0.0
ORD_2143487435,0.0,0.0
ORD_2144190511,0.0,0.0
ORD_2144345115,0.0,0.0
ORD_2144967014,0.0,0.0
ORD_2146635682,0.0,0.0
ORD_2148015192,0.0,0.0
ORD_2149557185,0.0,0.0
ORD_2149798744,0.0,0.0
ORD_2150505988,0.0,0.0
ORD_2151049943,0.0,0.0
ORD_2154666513,0.0,0.0
ORD_2155715424,0.0,0.0
ORD_2157097527,0.0,0.0
ORD_2157825625,0.0,0.0
ORD_2158476404,0.0,0.0
ORD_2158958791,0.0,0.0
ORD_2159217621,0.0,0.0
ORD_2160087017,0.0,0.0
ORD_2161558359,0.0,0.0
ORD_2162258525,0.0,0.0
ORD_2162947492,0.0,0.0
ORD_2163120327,0.0,0.0
ORD_2165060763,0.0,0.0
ORD_2166059550,0.0,0.0
ORD_2166162201,0.0,0.0
ORD_2166758675,0.0,0.0
ORD_2167315501,0.0,0.0
ORD_2168089547,0.0,0.0
ORD_2168732140,0.0,0.0
ORD_2169395299,0.0,0.0
ORD_2170388307,0.0,0.0
ORD_2172747100,0.0,0.0
ORD_2172818441,0.0,0.0
ORD_2173523422,0.0,0.0
ORD_2175055700,0.0,0.0
ORD_2175661078,0.0,0.0
ORD_2176492768,0.0,0.0
ORD_2176658302,0.0,0.0
ORD_2177464205,0.0,0.0
ORD_2177927025,0.0,0.0
ORD_2178122066,0.0,0.0
ORD_2180050439,0.0,0.0
ORD_2183671455,0.0,0.0
ORD_2183969323,0.0,0.0
ORD_2184274983,0.0,0.0
ORD_2185994361,0.0,0.0
ORD_2186963457,0.0,0.0
ORD_2188150665,0.0,0.0
ORD_2191709808,0.0,0.0
ORD_2193617525,0.0,0.0
ORD_2194946657,0.0,0.0
ORD_2196124362,0.0,0.0
ORD_2196558300,0.0,0.0
ORD_2196789018,0.0,0.0
ORD_2197073404,0.0,0.0
ORD_2197420062,0.0,0.0
ORD_2197853325,0.0,0.0
ORD_2198324608,0.0,0.0
ORD_2198654076,0.0,0.0
ORD_2198747450,0.0,0.0
ORD_2199756421,0.0,0.0
ORD_2202388154,0.0,0.0
ORD_2202751989,0.0,0.0
ORD_2203385235,0.0,0.0
ORD_2203714975,0.0,0.0
ORD_2203983405,0.0,0.0
ORD_2206472478,0.0,0.0
ORD_2207929814,0.0,0.0
ORD_2207997886,0.0,0.0
ORD_2208087824,0.0,0.0
ORD_2208236247,0.0,0.0
ORD_2208336288,0.0,0.0
ORD_2208927789,0.0,0.0
ORD_2211493202,0.0,0.0
ORD_2211921400,0.0,0.0
ORD_2212671037,0.0,0.0
ORD_2213127193,0.0,0.0
ORD_2213203439,0.0,0.0
ORD_2213214722,0.0,0.0
ORD_2215051211,0.0,0.0
ORD_2216452675,0.0,0.0
ORD_2219328634,0.0,0.0
ORD_2219562675,0.0,0.0
ORD_2219707753,0.0,0.0
ORD_2219722704,0.0,0.0
ORD_2220853015,0.0,0.0
ORD_2224043406,0.0,0.0
ORD_2225162280,0.0,0.0
ORD_2226722541,0.0,0.0
ORD_2226836273,0.0,0.0
ORD_2226996049,0.0,0.0
ORD_2227848321,0.0,0.0
ORD_2228735129,0.0,0.0
ORD_2229423608,0.0,0.0
ORD_2230858390,0.0,0.0
ORD_2232373235,0.0,0.0
ORD_2233076240,0.0,0.0
ORD_2234444452,0.0,0.0
ORD_2234606209,0.0,0.0
ORD_2234703819,0.0,0.0
ORD_2237092724,0.0,0.0
ORD_2237629292,0.0,0.0
ORD_2238319207,0.0,0.0
ORD_2240106457,0.0,0.0
ORD_2240469119,0.0,0.0
ORD_2241494993,0.0,0.0
ORD_2241932415,0.0,0.0
ORD_2242245391,0.0,0.0
ORD_2243059105,0.0,0.0
ORD_2243497402,0.0,0.0
ORD_2244151591,0.0,0.0
ORD_2244372814,0.0,0.0
ORD_2244380845,0.0,0.0
ORD_2245892562,0.0,0.0
ORD_2246395532,0.0,0.0
ORD_2246469824,0.0,0.0
ORD_2247097255,0.0,0.0
ORD_2247855150,0.0,0.0
ORD_2249661338,0.0,0.0
ORD_2250406550,0.0,0.0
ORD_2250964338,0.0,0.0
ORD_2252659424,0.0,0.0
ORD_2253313246,0.0,0.0
ORD_2256307830,0.0,0.0
ORD_2256927039,0.0,0.0
ORD_2256992245,0.0,0.0
ORD_2257224332,0.0,0.0
ORD_2259213366,0.0,0.0
ORD_2259570968,0.0,0.0
ORD_2259850231,0.0,0.0
ORD_2259899303,0.0,0.0
ORD_2260297998,0.0,0.0
ORD_2261625257,0.0,0.0
ORD_2261685814,0.0,0.0
ORD_2262743710,0.0,0.0
ORD_2263426257,0.0,0.0
ORD_2264632477,0.0,0.0
ORD_2266508741,0.0,0.0
ORD_2266683520,0.0,0.0
ORD_2266927759,0.0,0.0
ORD_2267565389,0.0,0.0
ORD_2271494990,0.0,0.0
ORD_2272400774,0.0,0.0
ORD_2273860229,0.0,0.0
ORD_2274089241,0.0,0.0
ORD_2274399138,0.0,0.0
ORD_2275129380,0.0,0.0
ORD_2275655469,0.0,0.0
ORD_2275700087,0.0,0.0
ORD_2276197858,0.0,0.0
ORD_2276559496,0.0,0.0
ORD_2277838404,0.0,0.0
ORD_2277956335,0.0,0.0
ORD_2277968251,0.0,0.0
ORD_2278121442,0.0,0.0
ORD_2278282226,0.0,0.0
ORD_2279811594,0.0,0.0
ORD_2280502504,0.0,0.0
ORD_2280816120,0.0,0.0
ORD_2281995846,0.0,0.0
ORD_2282627661,0.0,0.0
ORD_2282772621,0.0,0.0
ORD_2284842364,0.0,0.0
ORD_2285500212,0.0,0.0
ORD_2285932508,0.0,0.0
ORD_2286051192,0.0,0.0
ORD_2286651159,0.0,0.0
ORD_2289102260,0.0,0.0
ORD_2289693210,0.0,0.0
ORD_2290402697,0.0,0.0
ORD_2291779501,0.0,0.0
ORD_2293422426,0.0,0.0
ORD_2294551078,0.0,0.0
ORD_2295079315,0.0,0.0
ORD_2295260268,0.0,0.0
ORD_2295872988,0.0,0.0
ORD_2297208865,0.0,0.0
ORD_2297479766,0.0,0.0
ORD_2299422626,0.0,0.0
ORD_2299791864,0.0,0.0
ORD_2299794405,0.0,0.0
ORD_2299945416,0.0,0.0
ORD_2301245110,0.0,0.0
ORD_2301590337,0.0,0.0
ORD_2302097546,0.0,0.0
ORD_2302354584,0.0,0.0
ORD_2302555218,0.0,0.0
ORD_2302869680,0.0,0.0
ORD_2303562800,0.0,0.0
ORD_2303567547,0.0,0.0
ORD_2305778835,0.0,0.0
ORD_2305887807,0.0,0.0
ORD_2307307916,0.0,0.0
ORD_2307443151,0.0,0.0
ORD_2308755238,0.0,0.0
ORD_2311255037,0.0,0.0
ORD_2311303200,0.0,0.0
ORD_2311592128,0.0,0.0
ORD_2312343669,0.0,0.0
ORD_2312921437,0.0,0.0
ORD_2313942969,0.0,0.0
ORD_2314378107,0.0,0.0
ORD_2315654930,0.0,0.0
ORD_2315710397,0.0,0.0
ORD_2316077566,0.0,0.0
ORD_2319925246,0.0,0.0
ORD_2319979322,0.0,0.0
ORD_2320961866,0.0,0.0
ORD_2321028123,0.0,0.0
ORD_2321819975,0.0,0.0
ORD_2322418802,0.0,0.0
ORD_2322936119,0.0,0.0
ORD_2324056087,0.0,0.0
ORD_2324517710,0.0,0.0
ORD_2325241976,0.0,0.0
ORD_2325277885,0.0,0.0
ORD_2326040228,0.0,0.0
ORD_2326667358,0.0,0.0
ORD_2327609978,0.0,0.0
ORD_2328136450,0.0,0.0
ORD_2328426771,0.0,0.0
ORD_2328496951,0.0,0.0
ORD_2328931536,0.0,0.0
ORD_2328932438,0.0,0.0
ORD_2330061215,0.0,0.0
ORD_2330211418,0.0,0.0
ORD_2330242761,0.0,0.0
ORD_2332353496,0.0,0.0
ORD_2332420515,0.0,0.0
ORD_2332932343,0.0,0.0
ORD_2333726539,0.0,0.0
ORD_2333993288,0.0,0.0
ORD_2336306502,0.0,0.0
ORD_2336584056,0.0,0.0
ORD_2338058628,0.0,0.0
ORD_2338385723,0.0,0.0
ORD_2340026365,0.0,0.0
ORD_2340688511,0.0,0.0
ORD_2341304886,0.0,0.0
ORD_2343059355,0.0,0.0
ORD_2343982972,0.0,0.0
ORD_2344004237,0.0,0.0
ORD_2344591096,0.0,0.0
ORD_2346280533,0.0,0.0
ORD_2346305945,0.0,0.0
ORD_2346572200,0.0,0.0
ORD_2346664574,0.0,0.0
ORD_2346683571,0.0,0.0
ORD_2346864193,0.0,0.0
ORD_2347826440,0.0,0.0
ORD_2348723637,0.0,0.0
ORD_2349136003,0.0,0.0
ORD_2349757778,0.0,0.0
ORD_2349852081,0.0,0.0
ORD_2350590122,0.0,0.0
ORD_2350723061,0.0,0.0
ORD_2350906309,0.0,0.0
ORD_2351631819,0.0,0.0
ORD_2352754865,0.0,0.0
ORD_2353136424,0.0,0.0
ORD_2354863942,0.0,0.0
ORD_2356275174,0.0,0.0
ORD_2357853952,0.0,0.0
ORD_2358930973,0.0,0.0
ORD_2360205709,0.0,0.0
ORD_2361498126,0.0,0.0
ORD_2363298920,0.0,0.0
ORD_2363925336,0.0,0.0
ORD_2364944847,0.0,0.0
ORD_2365190676,0.0,0.0
ORD_2368630389,0.0,0.0
ORD_2370244366,0.0,0.0
ORD_2370540580,0.0,0.0
ORD_2371334013,0.0,0.0
ORD_2371354270,0.0,0.0
ORD_2371410597,0.0,0.0
ORD_2371863916,0.0,0.0
ORD_2371883759,0.0,0.0
ORD_2372037853,0.0,0.0
ORD_2372163851,0.0,0.0
ORD_2373362725,0.0,0.0
ORD_2373512818,0.0,0.0
ORD_2374900487,0.0,0.0
ORD_2374903698,0.0,0.0
ORD_2375284547,0.0,0.0
ORD_2375855696,0.0,0.0
ORD_2376893295,0.0,0.0
ORD_2377866148,0.0,0.0
ORD_2378471475,0.0,0.0
ORD_2378756711,0.0,0.0
ORD_2380482852,0.0,0.0
ORD_2381889849,0.0,0.0
ORD_2383743108,0.0,0.0
ORD_2384577293,0.0,0.0
ORD_2384909331,0.0,0.0
ORD_2385379100,0.0,0.0
ORD_2385391386,0.0,0.0
ORD_2388190953,0.0,0.0
ORD_2388272653,0.0,0.0
ORD_2388371340,0.0,0.0
ORD_2388646902,0.0,0.0
ORD_2389911887,0.0,0.0
ORD_2390401241,0.0,0.0
ORD_2391131259,0.0,0.0
ORD_2391767551,0.0,0.0
ORD_2391847529,0.0,0.0
ORD_2395155500,0.0,0.0
ORD_2395557493,0.0,0.0
ORD_2395725384,0.0,0.0
ORD_2396482820,0.0,0.0
ORD_2396510443,0.0,0.0
ORD_2397237365,0.0,0.0
ORD_2397523805,0.0,0.0
ORD_2397663144,0.0,0.0
ORD_2398047017,0.0,0.0
ORD_2400159311,0.0,0.0
ORD_2402041354,0.0,0.0
ORD_2402058660,0.0,0.0
ORD_2402065216,0.0,0.0
ORD_2404030906,0.0,0.0
ORD_2407088986,0.0,0.0
ORD_2407104621,0.0,0.0
ORD_2408268401,0.0,0.0
ORD_2409543243,0.0,0.0
ORD_2410100753,0.0,0.0
ORD_2410238628,0.0,0.0
ORD_2413412851,0.0,0.0
ORD_2413763292,0.0,0.0
ORD_2414728247,0.0,0.0
ORD_2414980506,0.0,0.0
ORD_2415056913,0.0,0.0
ORD_2415636781,0.0,0.0
ORD_2416129321,0.0,0.0
ORD_2416231338,0.0,0.0
ORD_2417738927,0.0,0.0
ORD_2417874592,0.0,0.0
ORD_2418077440,0.0,0.0
ORD_2418110557,0.0,0.0
ORD_2419465075,0.0,0.0
ORD_2420542546,0.0,0.0
ORD_2420686294,0.0,0.0
ORD_2421383818,0.0,0.0
ORD_2422234341,0.0,0.0
ORD_2423887160,0.0,0.0
ORD_2424782396,0.0,0.0
ORD_2426638250,0.0,0.0
ORD_2427047253,0.0,0.0
ORD_2427606717,0.0,0.0
ORD_2427980312,0.0,0.0
ORD_2428448200,0.0,0.0
ORD_2428612806,0.0,0.0
ORD_2431286500,0.0,0.0
ORD_2433321932,0.0,0.0
ORD_2433842821,0.0,0.0
ORD_2433858301,0.0,0.0
ORD_2434133764,0.0,0.0
ORD_2434170985,0.0,0.0
ORD_2434285661,0.0,0.0
ORD_2435824095,0.0,0.0
ORD_2438583033,0.0,0.0
ORD_2441450103,0.0,0.0
ORD_2441591481,0.0,0.0
ORD_2443751560,0.0,0.0
ORD_2444489390,0.0,0.0
ORD_2446374237,0.0,0.0
ORD_2446605941,0.0,0.0
ORD_2446952745,0.0,0.0
ORD_2446954532,0.0,0.0
ORD_2447775215,0.0,0.0
ORD_2447838682,0.0,0.0
ORD_2448188366,0.0,0.0
ORD_2448889547,0.0,0.0
ORD_2449187198,0.0,0.0
ORD_2449236673,0.0,0.0
ORD_2449496589,0.0,0.0
ORD_2449552291,0.0,0.0
ORD_2450266605,0.0,0.0
ORD_2452438112,0.0,0.0
ORD_2453391254,0.0,0.0
ORD_2453942642,0.0,0.0
ORD_2455214178,0.0,0.0
ORD_2456909805,0.0,0.0
ORD_2457296214,0.0,0.0
ORD_2457616318,0.0,0.0
ORD_2458221776,0.0,0.0
ORD_2458245199,0.0,0.0
ORD_2458443226,0.0,0.0
ORD_2459200839,0.0,0.0
ORD_2459380091,0.0,0.0
ORD_2460233058,0.0,0.0
ORD_2460686236,0.0,0.0
ORD_2460801357,0.0,0.0
ORD_2463544599,0.0,0.0
ORD_2463885434,0.0,0.0
ORD_2464185370,0.0,0.0
ORD_2465882332,0.0,0.0
ORD_2466302481,0.0,0.0
ORD_2467592463,0.0,0.0
ORD_2467991906,0.0,0.0
ORD_2469238971,0.0,0.0
ORD_2470124247,0.0,0.0
ORD_2471108653,0.0,0.0
ORD_2471931174,0.0,0.0
ORD_2472290290,0.0,0.0
ORD_2472329230,0.0,0.0
ORD_2472790432,0.0,0.0
ORD_2472818980,0.0,0.0
ORD_2476027557,0.0,0.0
ORD_2477245957,0.0,0.0
ORD_2477349931,0.0,0.0
ORD_2477448741,0.0,0.0
ORD_2478045163,0.0,0.0
ORD_2479891811,0.0,0.0
ORD_2480021510,0.0,0.0
ORD_2480372120,0.0,0.0
ORD_2482387074,0.0,0.0
ORD_2483068968,0.0,0.0
ORD_2486121496,0.0,0.0
ORD_2486134437,0.0,0.0
ORD_2487431011,0.0,0.0
ORD_2489557637,0.0,0.0
ORD_2490764950,0.0,0.0
ORD_2491315848,0.0,0.0
ORD_2491711638,0.0,0.0
ORD_2493212590,0.0,0.0
ORD_2493407199,0.0,0.0
ORD_2493968822,0.0,0.0
ORD_2493978895,0.0,0.0
ORD_2494130850,0.0,0.0
ORD_2494225998,0.0,0.0
ORD_2495517348,0.0,0.0
ORD_2497554245,0.0,0.0
ORD_2497968794,0.0,0.0
ORD_2499895184,0.0,0.0
ORD_2500158619,0.0,0.0
ORD_2500268326,0.0,0.0
ORD_2500357492,0.0,0.0
ORD_2500801280,0.0,0.0
ORD_2500875594,0.0,0.0
ORD_2500998628,0.0,0.0
ORD_2501883970,0.0,0.0
ORD_2503424896,0.0,0.0
ORD_2503884668,0.0,0.0
ORD_2506180172,0.0,0.0
ORD_2506892717,0.0,0.0
ORD_2508413622,0.0,0.0
ORD_2509279372,0.0,0.0
ORD_2510114544,0.0,0.0
ORD_2511219585,0.0,0.0
ORD_2511301572,0.0,0.0
ORD_2511936703,0.0,0.0
ORD_2513232697,0.0,0.0
ORD_2513500527,0.0,0.0
ORD_2513544771,0.0,0.0
ORD_2513614238,0.0,0.0
ORD_2513943410,0.0,0.0
ORD_2514076035,0.0,0.0
ORD_2514454704,0.0,0.0
ORD_2515338139,0.0,0.0
ORD_2518614407,0.0,0.0
ORD_2518782764,0.0,0.0
ORD_2519241667,0.0,0.0
ORD_2519880765,0.0,0.0
ORD_2520519348,0.0,0.0
ORD_2521159783,0.0,0.0
ORD_2522491685,0.0,0.0
ORD_2523666858,0.0,0.0
ORD_2523674977,0.0,0.0
ORD_2524643052,0.0,0.0
ORD_2526074327,0.0,0.0
ORD_2526150075,0.0,0.0
ORD_2526784638,0.0,0.0
ORD_2526921758,0.0,0.0
ORD_2527711801,0.0,0.0
ORD_2528844949,0.0,0.0
ORD_2530070567,0.0,0.0
ORD_2530347303,0.0,0.0
ORD_2530547501,0.0,0.0
ORD_2530626126,0.0,0.0
ORD_2530710065,0.0,0.0
ORD_2535716670,0.0,0.0
ORD_2535744981,0.0,0.0
ORD_2536006116,0.0,0.0
ORD_2536070602,0.0,0.0
ORD_2536262660,0.0,0.0
ORD_2536664815,0.0,0.0
ORD_2537603268,0.0,0.0
ORD_2539011314,0.0,0.0
ORD_2539609314,0.0,0.0
ORD_2539770111,0.0,0.0
ORD_2539988513,0.0,0.0
ORD_2541607256,0.0,0.0
ORD_2542028750,0.0,0.0
ORD_2542095772,0.0,0.0
ORD_2542131976,0.0,0.0
ORD_2542136049,0.0,0.0
ORD_2543321172,0.0,0.0
ORD_2543455046,0.0,0.0
ORD_2543732820,0.0,0.0
ORD_2545079172,0.0,0.0
ORD_2545354270,0.0,0.0
ORD_2545673705,0.0,0.0
ORD_2548410500,0.0,0.0
ORD_2548909184,0.0,0.0
ORD_2548912898,0.0,0.0
ORD_2549346870,0.0,0.0
ORD_2549927680,0.0,0.0
ORD_2550830943,0.0,0.0
ORD_2551442987,0.0,0.0
ORD_2551905094,0.0,0.0
ORD_2552030118,0.0,0.0
ORD_2552618163,0.0,0.0
ORD_2553084533,0.0,0.0
ORD_2553323648,0.0,0.0
ORD_2553924258,0.0,0.0
ORD_2555646676,0.0,0.0
ORD_2555876064,0.0,0.0
ORD_2557569848,0.0,0.0
ORD_2558893171,0.0,0.0
ORD_2559817085,0.0,0.0
ORD_2560254847,0.0,0.0
ORD_2567407844,0.0,0.0
ORD_2568776469,0.0,0.0
ORD_2569606276,0.0,0.0
ORD_2570705076,0.0,0.0
ORD_2571159341,0.0,0.0
ORD_2571268736,0.0,0.0
ORD_2571590584,0.0,0.0
ORD_2572554548,0.0,0.0
ORD_2572744014,0.0,0.0
ORD_2573484912,0.0,0.0
ORD_2574038928,0.0,0.0
ORD_2574149754,0.0,0.0
ORD_2574221047,0.0,0.0
ORD_2574897117,0.0,0.0
ORD_2575418696,0.0,0.0
ORD_2575426069,0.0,0.0
ORD_2582712916,0.0,0.0
ORD_2583791782,0.0,0.0
ORD_2583842533,0.0,0.0
ORD_2587144753,0.0,0.0
ORD_2588286485,0.0,0.0
ORD_2588464186,0.0,0.0
ORD_2589966171,0.0,0.0
ORD_2591412383,0.0,0.0
ORD_2591798006,0.0,0.0
ORD_2592619747,0.0,0.0
ORD_2592715440,0.0,0.0
ORD_2593007067,0.0,0.0
ORD_2594091957,0.0,0.0
ORD_2596285757,0.0,0.0
ORD_2597954459,0.0,0.0
ORD_2598110921,0.0,0.0
ORD_2598419469,0.0,0.0
ORD_2598960688,0.0,0.0
ORD_2599399600,0.0,0.0
ORD_2600185103,0.0,0.0
ORD_2600961713,0.0,0.0
ORD_2601850853,0.0,0.0
ORD_2602028581,0.0,0.0
ORD_2602313789,0.0,0.0
ORD_2603462867,0.0,0.0
ORD_2603864111,0.0,0.0
ORD_2605395101,0.0,0.0
ORD_2606013486,0.0,0.0
ORD_2607832641,0.0,0.0
ORD_2609181337,0.0,0.0
ORD_2611256830,0.0,0.0
ORD_2613261438,0.0,0.0
ORD_2614587384,0.0,0.0
ORD_2614993874,0.0,0.0
ORD_2616150044,0.0,0.0
ORD_2616445345,0.0,0.0
ORD_2618374196,0.0,0.0
ORD_2618418236,0.0,0.0
ORD_2621200452,0.0,0.0
ORD_2621355901,0.0,0.0
ORD_2621782989,0.0,0.0
ORD_2623162871,0.0,0.0
ORD_2623715577,0.0,0.0
ORD_2623763143,0.0,0.0
ORD_2624143764,0.0,0.0
ORD_2625569149,0.0,0.0
ORD_2626323718,0.0,0.0
ORD_2626602784,0.0,0.0
ORD_2626953102,0.0,0.0
ORD_2628388443,0.0,0.0
ORD_2629050256,0.0,0.0
ORD_2629141330,0.0,0.0
ORD_2629554276,0.0,0.0
ORD_2630338414,0.0,0.0
ORD_2631012541,0.0,0.0
ORD_2631349426,0.0,0.0
ORD_2631392788,0.0,0.0
ORD_2631780768,0.0,0.0
ORD_2632474099,0.0,0.0
ORD_2633432596,0.0,0.0
ORD_2633969756,0.0,0.0
ORD_2633995724,0.0,0.0
ORD_2634577741,0.0,0.0
ORD_2634604830,0.0,0.0
ORD_2635090023,0.0,0.0
ORD_2636813736,0.0,0.0
ORD_2637068881,0.0,0.0
ORD_2637251566,0.0,0.0
ORD_2638269284,0.0,0.0
ORD_2639386264,0.0,0.0
ORD_2641851149,0.0,0.0
ORD_2647845024,0.0,0.0
ORD_2647858034,0.0,0.0
ORD_2648086419,0.0,0.0
ORD_2650809879,0.0,0.0
ORD_2654672491,0.0,0.0
ORD_2655001657,0.0,0.0
ORD_2656639790,0.0,0.0
ORD_2656769649,0.0,0.0
ORD_2656992915,0.0,0.0
ORD_2658428835,0.0,0.0
ORD_2658839940,0.0,0.0
ORD_2659100253,0.0,0.0
ORD_2660422332,0.0,0.0
ORD_2660526569,0.0,0.0
ORD_2660669397,0.0,0.0
ORD_2663496980,0.0,0.0
ORD_2663867773,0.0,0.0
ORD_2664612591,0.0,0.0
ORD_2666713492,0.0,0.0
ORD_2667160853,0.0,0.0
ORD_2667209339,0.0,0.0
ORD_2667664234,0.0,0.0
ORD_2669037199,0.0,0.0
ORD_2669779103,0.0,0.0
ORD_2670176597,0.0,0.0
ORD_2673815105,0.0,0.0
ORD_2674565670,0.0,0.0
ORD_2675327833,0.0,0.0
ORD_2676435779,0.0,0.0
