process_code,case_id,risk_score,anomaly_score,overall_severity,top_step_name,top_step_duration_min,top_step_p95,top_step_deviation_p95,top_step_zscore,top_step_severity,validation_warnings
IMPORT_CUSTOMS_CLEARANCE,ORD_9737936816,13.0,0.390926,NORMAL,STEP_007_PHYSICAL_INSPECTION_COMPLETE,826.883,1018.504,0.812,1.292,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5451132922,61.0,0.427914,ELEVATED,STEP_005_RISK_CHANNELING,31.65,49.154,0.644,0.592,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8805089113,54.0,0.421338,NORMAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,393.167,452.238,0.869,1.386,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2907838588,58.0,0.425075,NORMAL,STEP_003_HS_CLASSIFICATION,55.533,48.308,1.15,2.257,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9229183672,69.0,0.437408,BOTTLENECK,STEP_004_SUBMIT_DECLARATION,61.683,50.083,1.232,2.741,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1692054209,23.0,0.39937,NORMAL,STEP_005_RISK_CHANNELING,47.367,49.154,0.964,1.709,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1188841311,54.0,0.421541,BOTTLENECK,STEP_011_CLEARANCE_APPROVED,690.5,589.067,1.172,2.513,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9095721724,68.0,0.435217,BOTTLENECK,STEP_011_CLEARANCE_APPROVED,719.817,589.067,1.222,2.692,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2299794405,94.0,0.499001,BOTTLENECK,STEP_008_LAB_TEST_COMPLETE,1440.0,1034.217,1.392,3.553,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9110238490,29.0,0.40296,BOTTLENECK,STEP_002_DOC_VALIDATION,34.767,30.15,1.153,2.29,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6406016095,77.0,0.449344,CRITICAL,STEP_012_RELEASE_ORDER_ISSUED,901.433,593.958,1.518,3.683,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5407635258,19.0,0.396652,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,415.6,593.958,0.7,0.805,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2259213366,33.0,0.40625,NORMAL,STEP_010_PAYMENT_CONFIRMED,490.267,441.608,1.11,2.183,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7363794588,79.0,0.451885,BOTTLENECK,STEP_003_HS_CLASSIFICATION,68.067,48.308,1.409,3.139,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9034353275,69.0,0.43766,CRITICAL,STEP_010_PAYMENT_CONFIRMED,765.6,441.608,1.734,4.328,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9890772451,51.0,0.41881,NORMAL,STEP_003_HS_CLASSIFICATION,53.733,48.308,1.112,2.131,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7468007723,51.0,0.418704,NORMAL,STEP_003_HS_CLASSIFICATION,43.217,48.308,0.895,1.391,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1200820786,12.0,0.390214,NORMAL,STEP_006_DOCUMENT_INSPECTION,792.733,1016.933,0.78,1.149,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2536664815,18.0,0.39505,NORMAL,STEP_005_RISK_CHANNELING,42.483,49.154,0.864,1.362,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9751066469,41.0,0.411766,NORMAL,STEP_015_HANDOFF_TO_CARRIER,50.117,49.275,1.017,1.988,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7935372629,21.0,0.397858,NORMAL,STEP_013_CARGO_RELEASED,427.25,611.192,0.699,0.838,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3933170935,81.0,0.455346,BOTTLENECK,STEP_008_LAB_TEST_COMPLETE,1368.117,1034.217,1.323,3.29,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1526360280,96.0,0.515884,BOTTLENECK,STEP_011_CLEARANCE_APPROVED,802.433,589.067,1.362,3.196,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6372418804,81.0,0.455336,BOTTLENECK,STEP_012_RELEASE_ORDER_ISSUED,888.983,593.958,1.497,3.609,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0680283835,25.0,0.400565,NORMAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,354.5,452.238,0.784,1.091,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8609895595,13.0,0.391176,NORMAL,STEP_006_DOCUMENT_INSPECTION,783.25,1016.933,0.77,1.115,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9642506348,57.0,0.424134,NORMAL,STEP_001_DOC_RECEIVED,53.583,47.446,1.129,2.343,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4992826633,37.0,0.408713,BOTTLENECK,STEP_004_SUBMIT_DECLARATION,60.15,50.083,1.201,2.632,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8907862277,1.0,0.375627,NORMAL,STEP_013_CARGO_RELEASED,509.167,611.192,0.833,1.315,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8396946984,8.0,0.386843,NORMAL,STEP_005_RISK_CHANNELING,39.567,49.154,0.805,1.155,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4214386739,44.0,0.413497,NORMAL,STEP_001_DOC_RECEIVED,49.333,47.446,1.04,2.019,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7475219819,28.0,0.402202,NORMAL,STEP_002_DOC_VALIDATION,15.533,30.15,0.515,0.146,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2303567547,1.0,0.374768,NORMAL,STEP_011_CLEARANCE_APPROVED,565.367,589.067,0.96,1.75,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6845528069,60.0,0.426714,ELEVATED,STEP_016_CUSTOMS_CLOSEOUT,51.383,48.433,1.061,2.056,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7643730926,79.0,0.451061,CRITICAL,STEP_005_RISK_CHANNELING,81.333,49.154,1.655,4.122,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0372106650,60.0,0.427516,ELEVATED,STEP_002_DOC_VALIDATION,30.3,30.15,1.005,1.792,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1238623751,80.0,0.454116,CRITICAL,STEP_004_SUBMIT_DECLARATION,106.383,50.083,2.124,5.943,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8661282865,6.0,0.384816,NORMAL,STEP_015_HANDOFF_TO_CARRIER,36.6,49.275,0.743,0.992,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3878432797,30.0,0.403985,NORMAL,STEP_004_SUBMIT_DECLARATION,40.0,50.083,0.799,1.188,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8780428490,55.0,0.422916,BOTTLENECK,STEP_013_CARGO_RELEASED,776.633,611.192,1.271,2.873,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4079906335,51.0,0.419533,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,45.55,48.433,0.94,1.634,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2934634979,43.0,0.413248,NORMAL,STEP_002_DOC_VALIDATION,24.383,30.15,0.809,1.132,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7910004399,98.0,0.526992,BOTTLENECK,STEP_011_CLEARANCE_APPROVED,857.233,589.067,1.455,3.53,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1552522738,25.0,0.400483,NORMAL,STEP_008_LAB_TEST_COMPLETE,773.733,1034.217,0.748,1.117,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3625675679,40.0,0.410772,BOTTLENECK,STEP_014_PORT_GATE_OUT,23.3,19.383,1.202,2.648,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5257722919,21.0,0.397664,NORMAL,STEP_014_PORT_GATE_OUT,17.717,19.383,0.914,1.597,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8925561525,75.0,0.44485,BOTTLENECK,STEP_003_HS_CLASSIFICATION,69.75,48.308,1.444,3.257,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1094446027,89.0,0.475076,CRITICAL,STEP_016_CUSTOMS_CLOSEOUT,92.85,48.433,1.917,5.061,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3302170490,58.0,0.425732,NORMAL,STEP_002_DOC_VALIDATION,31.817,30.15,1.055,1.961,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4234311060,53.0,0.420985,BOTTLENECK,STEP_010_PAYMENT_CONFIRMED,573.9,441.608,1.3,2.834,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9363314576,84.0,0.462898,BOTTLENECK,STEP_006_DOCUMENT_INSPECTION,1440.0,1016.933,1.416,3.497,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6795885507,9.0,0.387168,NORMAL,STEP_002_DOC_VALIDATION,27.45,30.15,0.91,1.474,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2892393028,40.0,0.4109,CRITICAL,STEP_002_DOC_VALIDATION,46.1,30.15,1.529,3.554,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6975598202,64.0,0.431186,BOTTLENECK,STEP_010_PAYMENT_CONFIRMED,547.6,441.608,1.24,2.629,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4910543030,1.0,0.37597,NORMAL,STEP_008_LAB_TEST_COMPLETE,779.5,1034.217,0.754,1.139,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1411910517,24.0,0.400072,NORMAL,STEP_001_DOC_RECEIVED,32.567,47.446,0.686,0.74,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0601375026,6.0,0.384256,NORMAL,STEP_008_LAB_TEST_COMPLETE,637.8,1034.217,0.617,0.621,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4171950095,24.0,0.399667,NORMAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,421.3,452.238,0.932,1.601,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3659405053,49.0,0.417695,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,53.0,48.433,1.094,2.173,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5615418618,84.0,0.463983,CRITICAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,835.967,452.238,1.849,4.766,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0515870148,83.0,0.461284,BOTTLENECK,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1194.733,1018.504,1.173,2.634,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6936023781,21.0,0.397851,NORMAL,STEP_005_RISK_CHANNELING,40.383,49.154,0.822,1.213,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7129972645,89.0,0.477823,BOTTLENECK,STEP_016_CUSTOMS_CLOSEOUT,70.6,48.433,1.458,3.449,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8699060916,21.0,0.397738,NORMAL,STEP_011_CLEARANCE_APPROVED,582.0,589.067,0.988,1.852,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2449236673,76.0,0.447069,BOTTLENECK,STEP_014_PORT_GATE_OUT,27.083,19.383,1.397,3.359,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4923661698,62.0,0.42936,BOTTLENECK,STEP_012_RELEASE_ORDER_ISSUED,856.067,593.958,1.441,3.414,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8309115753,28.0,0.402691,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,472.083,593.958,0.795,1.14,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7619603962,25.0,0.400609,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,42.7,48.433,0.882,1.427,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3277715159,20.0,0.397281,NORMAL,STEP_003_HS_CLASSIFICATION,34.033,48.308,0.705,0.745,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8899363335,62.0,0.42903,ELEVATED,STEP_005_RISK_CHANNELING,55.4,49.154,1.127,2.279,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3239696945,67.0,0.434894,ELEVATED,STEP_015_HANDOFF_TO_CARRIER,53.333,49.275,1.082,2.225,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9322940931,34.0,0.406752,NORMAL,STEP_013_CARGO_RELEASED,529.833,611.192,0.867,1.435,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2983363641,10.0,0.388486,NORMAL,STEP_006_DOCUMENT_INSPECTION,710.133,1016.933,0.698,0.85,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6500745700,5.0,0.383538,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,511.867,593.958,0.862,1.376,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9842632331,55.0,0.422643,NORMAL,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1113.2,1018.504,1.093,2.337,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1040126010,23.0,0.399483,NORMAL,STEP_013_CARGO_RELEASED,597.217,611.192,0.977,1.828,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8700926725,93.0,0.492859,BOTTLENECK,STEP_006_DOCUMENT_INSPECTION,1440.0,1016.933,1.416,3.497,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1979948835,26.0,0.401297,NORMAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,388.483,452.238,0.859,1.351,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2598960688,1.0,0.376544,NORMAL,STEP_006_DOCUMENT_INSPECTION,606.983,1016.933,0.597,0.476,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7665928334,3.0,0.380534,NORMAL,STEP_010_PAYMENT_CONFIRMED,328.517,441.608,0.744,0.922,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9007943266,36.0,0.407646,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,671.933,593.958,1.131,2.324,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9580601461,89.0,0.477949,CRITICAL,STEP_016_CUSTOMS_CLOSEOUT,86.65,48.433,1.789,4.612,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9441066129,55.0,0.422952,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,50.983,48.433,1.053,2.027,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2286051192,76.0,0.447737,BOTTLENECK,STEP_013_CARGO_RELEASED,798.583,611.192,1.307,3.0,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1354132549,51.0,0.41895,NORMAL,STEP_001_DOC_RECEIVED,44.133,47.446,0.93,1.622,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8105253735,78.0,0.449795,ELEVATED,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1076.917,1018.504,1.057,2.205,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8073269271,25.0,0.400577,NORMAL,STEP_001_DOC_RECEIVED,30.95,47.446,0.652,0.617,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0752230494,36.0,0.408181,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,48.75,48.433,1.007,1.866,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9372897090,47.0,0.415624,NORMAL,STEP_002_DOC_VALIDATION,22.783,30.15,0.756,0.954,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5498005334,47.0,0.416015,BOTTLENECK,STEP_010_PAYMENT_CONFIRMED,618.117,441.608,1.4,3.179,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5967914351,92.0,0.489018,CRITICAL,STEP_015_HANDOFF_TO_CARRIER,78.817,49.275,1.6,4.104,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1113981070,61.0,0.428097,BOTTLENECK,STEP_006_DOCUMENT_INSPECTION,1192.833,1016.933,1.173,2.6,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5332387503,21.0,0.398005,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,30.767,48.433,0.635,0.563,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4654919424,28.0,0.402441,NORMAL,STEP_014_PORT_GATE_OUT,15.65,19.383,0.807,1.209,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9804384243,45.0,0.414156,NORMAL,STEP_016_CUSTOMS_CLOSEOUT,42.45,48.433,0.876,1.409,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4832058189,2.0,0.377826,NORMAL,STEP_015_HANDOFF_TO_CARRIER,39.9,49.275,0.81,1.235,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5824447111,76.0,0.446046,ELEVATED,STEP_005_RISK_CHANNELING,51.067,49.154,1.039,1.972,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8545231227,30.0,0.403971,BOTTLENECK,STEP_002_DOC_VALIDATION,35.367,30.15,1.173,2.357,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8204940831,94.0,0.499186,BOTTLENECK,STEP_016_CUSTOMS_CLOSEOUT,59.083,48.433,1.22,2.614,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3261216115,74.0,0.442996,ELEVATED,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1045.75,1018.504,1.027,2.091,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6218413347,17.0,0.394605,NORMAL,STEP_013_CARGO_RELEASED,598.85,611.192,0.98,1.837,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5405344821,49.0,0.417055,NORMAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,343.833,452.238,0.76,1.01,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4792250921,77.0,0.449217,BOTTLENECK,STEP_011_CLEARANCE_APPROVED,762.333,589.067,1.294,2.951,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4007716316,31.0,0.404652,NORMAL,STEP_001_DOC_RECEIVED,37.567,47.446,0.792,1.121,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2857613441,71.0,0.439734,BOTTLENECK,STEP_014_PORT_GATE_OUT,28.617,19.383,1.476,3.648,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0938535066,18.0,0.395573,NORMAL,STEP_002_DOC_VALIDATION,25.683,30.15,0.852,1.277,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5520222267,38.0,0.409439,BOTTLENECK,STEP_001_DOC_RECEIVED,58.133,47.446,1.225,2.69,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9014061381,70.0,0.438882,BOTTLENECK,STEP_009_DUTY_TAX_INVOICE_ISSUED,539.967,452.238,1.194,2.507,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2996868111,47.0,0.416028,BOTTLENECK,STEP_013_CARGO_RELEASED,730.667,611.192,1.195,2.605,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7776799994,5.0,0.383863,NORMAL,STEP_006_DOCUMENT_INSPECTION,652.8,1016.933,0.642,0.642,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3156697724,48.0,0.41697,NORMAL,STEP_002_DOC_VALIDATION,28.35,30.15,0.94,1.575,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2592715440,8.0,0.386169,NORMAL,STEP_013_CARGO_RELEASED,406.85,611.192,0.666,0.719,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9673558948,30.0,0.404063,NORMAL,STEP_001_DOC_RECEIVED,46.233,47.446,0.974,1.782,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7383150954,78.0,0.449551,CRITICAL,STEP_005_RISK_CHANNELING,74.25,49.154,1.511,3.619,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3651481593,42.0,0.412442,NORMAL,STEP_003_HS_CLASSIFICATION,54.6,48.308,1.13,2.192,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7426464928,78.0,0.450833,BOTTLENECK,STEP_014_PORT_GATE_OUT,27.033,19.383,1.395,3.35,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0033102991,44.0,0.413336,NORMAL,STEP_006_DOCUMENT_INSPECTION,1003.133,1016.933,0.986,1.912,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2735803984,57.0,0.424327,NORMAL,STEP_001_DOC_RECEIVED,54.167,47.446,1.142,2.387,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1652554050,10.0,0.388625,NORMAL,STEP_004_SUBMIT_DECLARATION,45.583,50.083,0.91,1.588,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9636329772,74.0,0.443307,BOTTLENECK,STEP_016_CUSTOMS_CLOSEOUT,62.45,48.433,1.289,2.858,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0682060118,61.0,0.428464,BOTTLENECK,STEP_012_RELEASE_ORDER_ISSUED,710.25,593.958,1.196,2.551,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5773968202,85.0,0.466164,CRITICAL,STEP_014_PORT_GATE_OUT,45.783,19.383,2.362,6.877,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2469238971,10.0,0.389014,NORMAL,STEP_011_CLEARANCE_APPROVED,527.65,589.067,0.896,1.52,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0218991535,95.0,0.504706,BOTTLENECK,STEP_006_DOCUMENT_INSPECTION,1434.3,1016.933,1.41,3.476,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2220853015,0.0,0.372529,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,317.517,593.958,0.535,0.225,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3645667219,6.0,0.384031,NORMAL,STEP_007_PHYSICAL_INSPECTION_COMPLETE,753.067,1018.504,0.739,1.023,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_4370410762,50.0,0.418435,BOTTLENECK,STEP_014_PORT_GATE_OUT,24.633,19.383,1.271,2.898,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6144817592,26.0,0.401413,NORMAL,STEP_002_DOC_VALIDATION,26.35,30.15,0.874,1.352,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3402011605,8.0,0.385975,NORMAL,STEP_003_HS_CLASSIFICATION,40.017,48.308,0.828,1.166,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1368149397,48.0,0.416571,NORMAL,STEP_010_PAYMENT_CONFIRMED,501.283,441.608,1.135,2.268,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2876006404,88.0,0.473326,BOTTLENECK,STEP_002_DOC_VALIDATION,37.083,30.15,1.23,2.549,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7992345685,0.0,0.37105,NORMAL,STEP_013_CARGO_RELEASED,434.55,611.192,0.711,0.88,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3137662373,36.0,0.408048,NORMAL,STEP_002_DOC_VALIDATION,23.833,30.15,0.79,1.071,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2383743108,56.0,0.423865,NORMAL,STEP_011_CLEARANCE_APPROVED,636.5,589.067,1.081,2.184,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_1809403454,55.0,0.42251,NORMAL,STEP_007_PHYSICAL_INSPECTION_COMPLETE,970.783,1018.504,0.953,1.817,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_9582656107,52.0,0.420352,NORMAL,STEP_014_PORT_GATE_OUT,20.367,19.383,1.051,2.096,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2777626569,88.0,0.473052,BOTTLENECK,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1328.483,1018.504,1.304,3.122,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3380411186,19.0,0.395837,NORMAL,STEP_015_HANDOFF_TO_CARRIER,44.133,49.275,0.896,1.547,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0446515635,65.0,0.432426,BOTTLENECK,STEP_007_PHYSICAL_INSPECTION_COMPLETE,1199.8,1018.504,1.178,2.653,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_8416961194,0.0,0.370894,NORMAL,STEP_004_SUBMIT_DECLARATION,34.05,50.083,0.68,0.762,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_5883766048,47.0,0.415846,NORMAL,STEP_010_PAYMENT_CONFIRMED,449.6,441.608,1.018,1.866,WATCHLIST,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0885988689,4.0,0.381797,NORMAL,STEP_015_HANDOFF_TO_CARRIER,31.383,49.275,0.637,0.608,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2203983405,54.0,0.421635,NORMAL,STEP_002_DOC_VALIDATION,29.067,30.15,0.964,1.655,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_6104008776,11.0,0.389411,NORMAL,STEP_012_RELEASE_ORDER_ISSUED,503.367,593.958,0.847,1.325,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_7566950089,99.0,0.601639,BOTTLENECK,STEP_010_PAYMENT_CONFIRMED,660.85,441.608,1.496,3.512,BOTTLENECK,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_2549927680,5.0,0.383384,NORMAL,STEP_005_RISK_CHANNELING,42.117,49.154,0.857,1.336,NORMAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_0625927862,73.0,0.441974,CRITICAL,STEP_009_DUTY_TAX_INVOICE_ISSUED,740.083,452.238,1.636,4.034,CRITICAL,[]
IMPORT_CUSTOMS_CLEARANCE,ORD_3877739216,56.0,0.423167,NORMAL,STEP_015_HANDOFF_TO_CARRIER,53.883,49.275,1.094,2.266,WATCHLIST,[]
