case_id,doc_review_touch_count,declaration_touch_count,recheck_touch_count,duty_payment_touch_count,multiple_doc_reviews_flag,multiple_declarations_flag,multiple_rechecks_flag
ORD_1433728223,4,1,0,2,1,0,0
ORD_1436046784,4,1,0,2,1,0,0
ORD_1436277128,4,1,0,2,1,0,0
ORD_1439946120,4,1,0,2,1,0,0
ORD_1441007880,4,1,0,2,1,0,0
ORD_1441271406,4,1,0,2,1,0,0
ORD_1446936988,4,1,0,2,1,0,0
ORD_1447446511,4,1,0,2,1,0,0
ORD_1450254255,4,1,0,2,1,0,0
ORD_1452475804,4,1,0,2,1,0,0
ORD_1455579125,4,1,0,2,1,0,0
ORD_1457230938,4,1,0,2,1,0,0
ORD_1459095607,4,1,0,2,1,0,0
ORD_1465631212,4,1,0,2,1,0,0
ORD_1467781978,4,1,0,2,1,0,0
ORD_1468864724,4,1,0,2,1,0,0
ORD_1469433527,4,1,0,2,1,0,0
ORD_1473612678,4,1,0,2,1,0,0
ORD_1474545466,4,1,0,2,1,0,0
ORD_1477957100,4,1,0,2,1,0,0
ORD_1480081136,4,1,0,2,1,0,0
ORD_1483013088,4,1,0,2,1,0,0
ORD_1486517514,4,1,0,2,1,0,0
ORD_1486908208,4,1,0,2,1,0,0
ORD_1487691264,4,1,0,2,1,0,0
ORD_1492546561,4,1,0,2,1,0,0
ORD_1495920145,4,1,0,2,1,0,0
ORD_1500467752,4,1,0,2,1,0,0
ORD_1501747850,4,1,0,2,1,0,0
ORD_1502135347,4,1,0,2,1,0,0
ORD_1503057364,4,1,0,2,1,0,0
ORD_1507576849,4,1,0,2,1,0,0
ORD_1509918992,4,1,0,2,1,0,0
ORD_1512457864,4,1,0,2,1,0,0
ORD_1513724561,4,1,0,2,1,0,0
ORD_1513803192,4,1,0,2,1,0,0
ORD_1516604543,4,1,0,2,1,0,0
ORD_1517045325,4,1,0,2,1,0,0
ORD_1517924453,4,1,0,2,1,0,0
ORD_1518648345,4,1,0,2,1,0,0
ORD_1522154274,4,1,0,2,1,0,0
ORD_1523932083,4,1,0,2,1,0,0
ORD_1526360280,4,1,0,2,1,0,0
ORD_1527029148,4,1,0,2,1,0,0
ORD_1534001167,4,1,0,2,1,0,0
ORD_1540524143,4,1,0,2,1,0,0
ORD_1542362187,4,1,0,2,1,0,0
ORD_1547892062,4,1,0,2,1,0,0
ORD_1552522738,4,1,0,2,1,0,0
ORD_1553322923,4,1,0,2,1,0,0
ORD_1553397715,4,1,0,2,1,0,0
ORD_1553533535,4,1,0,2,1,0,0
ORD_1555469425,4,1,0,2,1,0,0
ORD_1560392396,4,1,0,2,1,0,0
ORD_1563609091,4,1,0,2,1,0,0
ORD_1565449061,4,1,0,2,1,0,0
ORD_1565784512,4,1,0,2,1,0,0
ORD_1566160407,4,1,0,2,1,0,0
ORD_1566815302,4,1,0,2,1,0,0
ORD_1569992433,4,1,0,2,1,0,0
ORD_1574822559,4,1,0,2,1,0,0
ORD_1579905192,4,1,0,2,1,0,0
ORD_1580888768,4,1,0,2,1,0,0
ORD_1581692577,4,1,0,2,1,0,0
ORD_1582773935,4,1,0,2,1,0,0
ORD_1585066470,4,1,0,2,1,0,0
ORD_1585930878,4,1,0,2,1,0,0
ORD_1593865011,4,1,0,2,1,0,0
ORD_1594271481,4,1,0,2,1,0,0
ORD_1596258414,4,1,0,2,1,0,0
ORD_1598645625,4,1,0,2,1,0,0
ORD_1601467177,4,1,0,2,1,0,0
ORD_1607575662,4,1,0,2,1,0,0
ORD_1614894769,4,1,0,2,1,0,0
ORD_1615314499,4,1,0,2,1,0,0
ORD_1619144175,4,1,0,2,1,0,0
ORD_1619393615,4,1,0,2,1,0,0
ORD_1622484140,4,1,0,2,1,0,0
ORD_1624864591,4,1,0,2,1,0,0
ORD_1625303091,4,1,0,2,1,0,0
ORD_1628982429,4,1,0,2,1,0,0
ORD_1632230990,4,1,0,2,1,0,0
ORD_1633948529,4,1,0,2,1,0,0
ORD_1634338455,4,1,0,2,1,0,0
ORD_1638910478,4,1,0,2,1,0,0
ORD_1644809103,4,1,0,2,1,0,0
ORD_1644834211,4,1,0,2,1,0,0
ORD_1645095236,4,1,0,2,1,0,0
ORD_1647005038,4,1,0,2,1,0,0
ORD_1650870218,4,1,0,2,1,0,0
ORD_1651399366,4,1,0,2,1,0,0
ORD_1652554050,4,1,0,2,1,0,0
ORD_1656832433,4,1,0,2,1,0,0
ORD_1657572261,4,1,0,2,1,0,0
ORD_1659371367,4,1,0,2,1,0,0
ORD_1659890789,4,1,0,2,1,0,0
ORD_1661709499,4,1,0,2,1,0,0
ORD_1666289059,4,1,0,2,1,0,0
ORD_1670281537,4,1,0,2,1,0,0
ORD_1672034719,4,1,0,2,1,0,0
ORD_1673519675,4,1,0,2,1,0,0
ORD_1673735235,4,1,0,2,1,0,0
ORD_1677326106,4,1,0,2,1,0,0
ORD_1678156017,4,1,0,2,1,0,0
ORD_1678920346,4,1,0,2,1,0,0
ORD_1684169543,4,1,0,2,1,0,0
ORD_1684919259,4,1,0,2,1,0,0
ORD_1686681720,4,1,0,2,1,0,0
ORD_1687428891,4,1,0,2,1,0,0
ORD_1691460953,4,1,0,2,1,0,0
ORD_1692054209,4,1,0,2,1,0,0
ORD_1699950688,4,1,0,2,1,0,0
ORD_1704389603,4,1,0,2,1,0,0
ORD_1705486743,4,1,0,2,1,0,0
ORD_1712961791,4,1,0,2,1,0,0
ORD_1715656248,4,1,0,2,1,0,0
ORD_1717677029,4,1,0,2,1,0,0
ORD_1722300591,4,1,0,2,1,0,0
ORD_1722748199,4,1,0,2,1,0,0
ORD_1723292113,4,1,0,2,1,0,0
ORD_1724079745,4,1,0,2,1,0,0
ORD_1725007048,4,1,0,2,1,0,0
ORD_1726415936,4,1,0,2,1,0,0
ORD_1726467095,4,1,0,2,1,0,0
ORD_1727100717,4,1,0,2,1,0,0
ORD_1727907942,4,1,0,2,1,0,0
ORD_1727923373,4,1,0,2,1,0,0
ORD_1728605597,4,1,0,2,1,0,0
ORD_1732029607,4,1,0,2,1,0,0
ORD_1733850049,4,1,0,2,1,0,0
ORD_1733945734,4,1,0,2,1,0,0
ORD_1734231731,4,1,0,2,1,0,0
ORD_1734720996,4,1,0,2,1,0,0
ORD_1736306269,4,1,0,2,1,0,0
ORD_1736454092,4,1,0,2,1,0,0
ORD_1742878296,4,1,0,2,1,0,0
ORD_1743948659,4,1,0,2,1,0,0
ORD_1744241899,4,1,0,2,1,0,0
ORD_1745227438,4,1,0,2,1,0,0
ORD_1752160591,4,1,0,2,1,0,0
ORD_1752479562,4,1,0,2,1,0,0
ORD_1756987858,4,1,0,2,1,0,0
ORD_1760952533,4,1,0,2,1,0,0
ORD_1762124101,4,1,0,2,1,0,0
ORD_1768080083,4,1,0,2,1,0,0
ORD_1770513779,4,1,0,2,1,0,0
ORD_1772952307,4,1,0,2,1,0,0
ORD_1774073919,4,1,0,2,1,0,0
ORD_1775594793,4,1,0,2,1,0,0
ORD_1776033213,4,1,0,2,1,0,0
ORD_1778925604,4,1,0,2,1,0,0
ORD_1779610081,4,1,0,2,1,0,0
ORD_1781271398,4,1,0,2,1,0,0
ORD_1784378769,4,1,0,2,1,0,0
ORD_1784947746,4,1,0,2,1,0,0
ORD_1785053617,4,1,0,2,1,0,0
ORD_1786641088,4,1,0,2,1,0,0
ORD_1791898442,4,1,0,2,1,0,0
ORD_1798189544,4,1,0,2,1,0,0
ORD_1799909694,4,1,0,2,1,0,0
ORD_1803229565,4,1,0,2,1,0,0
ORD_1803289674,4,1,0,2,1,0,0
ORD_1804044537,4,1,0,2,1,0,0
ORD_1805980815,4,1,0,2,1,0,0
ORD_1809403454,4,1,0,2,1,0,0
ORD_1810269437,4,1,0,2,1,0,0
ORD_1812000926,4,1,0,2,1,0,0
ORD_1815127949,4,1,0,2,1,0,0
ORD_1820467624,4,1,0,2,1,0,0
ORD_1822044133,4,1,0,2,1,0,0
ORD_1822729403,4,1,0,2,1,0,0
ORD_1825149610,4,1,0,2,1,0,0
ORD_1826385474,4,1,0,2,1,0,0
ORD_1826557553,4,1,0,2,1,0,0
ORD_1827922234,4,1,0,2,1,0,0
ORD_1828613793,4,1,0,2,1,0,0
ORD_1828973213,4,1,0,2,1,0,0
ORD_1830237827,4,1,0,2,1,0,0
ORD_1833297500,4,1,0,2,1,0,0
ORD_1840701173,4,1,0,2,1,0,0
ORD_1841200592,4,1,0,2,1,0,0
ORD_1843712459,4,1,0,2,1,0,0
ORD_1849697415,4,1,0,2,1,0,0
ORD_1853154046,4,1,0,2,1,0,0
ORD_1856737729,4,1,0,2,1,0,0
ORD_1858000474,4,1,0,2,1,0,0
ORD_1860883405,4,1,0,2,1,0,0
ORD_1861560847,4,1,0,2,1,0,0
ORD_1863819919,4,1,0,2,1,0,0
ORD_1864550205,4,1,0,2,1,0,0
ORD_1873268152,4,1,0,2,1,0,0
ORD_1876233784,4,1,0,2,1,0,0
ORD_1876284463,4,1,0,2,1,0,0
ORD_1880082504,4,1,0,2,1,0,0
ORD_1888274453,4,1,0,2,1,0,0
ORD_1889767299,4,1,0,2,1,0,0
ORD_1905443980,4,1,0,2,1,0,0
ORD_1906850298,4,1,0,2,1,0,0
ORD_1907732884,4,1,0,2,1,0,0
ORD_1909180196,4,1,0,2,1,0,0
ORD_1911610482,4,1,0,2,1,0,0
ORD_1915739039,4,1,0,2,1,0,0
ORD_1922381761,4,1,0,2,1,0,0
ORD_1922437700,4,1,0,2,1,0,0
ORD_1922502899,4,1,0,2,1,0,0
ORD_1923969372,4,1,0,2,1,0,0
ORD_1924256563,4,1,0,2,1,0,0
ORD_1926250704,4,1,0,2,1,0,0
ORD_1927067901,4,1,0,2,1,0,0
ORD_1928390966,4,1,0,2,1,0,0
ORD_1928682344,4,1,0,2,1,0,0
ORD_1932298761,4,1,0,2,1,0,0
ORD_1933889715,4,1,0,2,1,0,0
ORD_1934324607,4,1,0,2,1,0,0
ORD_1936598845,4,1,0,2,1,0,0
ORD_1940245296,4,1,0,2,1,0,0
ORD_1940677142,4,1,0,2,1,0,0
ORD_1942025660,4,1,0,2,1,0,0
ORD_1942421566,4,1,0,2,1,0,0
ORD_1944761598,4,1,0,2,1,0,0
ORD_1945243340,4,1,0,2,1,0,0
ORD_1947294917,4,1,0,2,1,0,0
ORD_1950894523,4,1,0,2,1,0,0
ORD_1952270943,4,1,0,2,1,0,0
ORD_1954739263,4,1,0,2,1,0,0
ORD_1954956696,4,1,0,2,1,0,0
ORD_1955682105,4,1,0,2,1,0,0
ORD_1956747227,4,1,0,2,1,0,0
ORD_1957764099,4,1,0,2,1,0,0
ORD_1963743323,4,1,0,2,1,0,0
ORD_1964401094,4,1,0,2,1,0,0
ORD_1966324728,4,1,0,2,1,0,0
ORD_1972960641,4,1,0,2,1,0,0
ORD_1973702072,4,1,0,2,1,0,0
ORD_1976664489,4,1,0,2,1,0,0
ORD_1977776814,4,1,0,2,1,0,0
ORD_1979948835,4,1,0,2,1,0,0
ORD_1982131544,4,1,0,2,1,0,0
ORD_1984285276,4,1,0,2,1,0,0
ORD_1986688022,4,1,0,2,1,0,0
ORD_1989847931,4,1,0,2,1,0,0
ORD_1990503827,4,1,0,2,1,0,0
ORD_1990768801,4,1,0,2,1,0,0
ORD_1991427150,4,1,0,2,1,0,0
ORD_1994267260,4,1,0,2,1,0,0
ORD_1994582716,4,1,0,2,1,0,0
ORD_1997780522,4,1,0,2,1,0,0
ORD_2004916723,4,1,0,2,1,0,0
ORD_2005193432,4,1,0,2,1,0,0
ORD_2007682298,4,1,0,2,1,0,0
ORD_2010914058,4,1,0,2,1,0,0
ORD_2011425962,4,1,0,2,1,0,0
ORD_2019268768,4,1,0,2,1,0,0
ORD_2023582594,4,1,0,2,1,0,0
ORD_2027351907,4,1,0,2,1,0,0
ORD_2033861106,4,1,0,2,1,0,0
ORD_2037164725,4,1,0,2,1,0,0
ORD_2042473378,4,1,0,2,1,0,0
ORD_2045053114,4,1,0,2,1,0,0
ORD_2051031137,4,1,0,2,1,0,0
ORD_2051127204,4,1,0,2,1,0,0
ORD_2053328796,4,1,0,2,1,0,0
ORD_2055535400,4,1,0,2,1,0,0
ORD_2056049353,4,1,0,2,1,0,0
ORD_2056836448,4,1,0,2,1,0,0
ORD_2060129026,4,1,0,2,1,0,0
ORD_2060697347,4,1,0,2,1,0,0
ORD_2062209333,4,1,0,2,1,0,0
ORD_2062312640,4,1,0,2,1,0,0
ORD_2066458969,4,1,0,2,1,0,0
ORD_2067216657,4,1,0,2,1,0,0
ORD_2072701799,4,1,0,2,1,0,0
ORD_2074128503,4,1,0,2,1,0,0
ORD_2075246405,4,1,0,2,1,0,0
ORD_2075750457,4,1,0,2,1,0,0
ORD_2075850818,4,1,0,2,1,0,0
ORD_2077505741,4,1,0,2,1,0,0
ORD_2084922808,4,1,0,2,1,0,0
ORD_2085634955,4,1,0,2,1,0,0
ORD_2085968644,4,1,0,2,1,0,0
ORD_2086130674,4,1,0,2,1,0,0
ORD_2086317357,4,1,0,2,1,0,0
ORD_2091088582,4,1,0,2,1,0,0
ORD_2093125707,4,1,0,2,1,0,0
ORD_2095372642,4,1,0,2,1,0,0
ORD_2096953685,4,1,0,2,1,0,0
ORD_2099339234,4,1,0,2,1,0,0
ORD_2102788967,4,1,0,2,1,0,0
ORD_2103062331,4,1,0,2,1,0,0
ORD_2105202395,4,1,0,2,1,0,0
ORD_2110732377,4,1,0,2,1,0,0
ORD_2110989104,4,1,0,2,1,0,0
ORD_2112906291,4,1,0,2,1,0,0
ORD_2115496100,4,1,0,2,1,0,0
ORD_2117182470,4,1,0,2,1,0,0
ORD_2118971287,4,1,0,2,1,0,0
ORD_2119178012,4,1,0,2,1,0,0
ORD_2120240728,4,1,0,2,1,0,0
ORD_2120591632,4,1,0,2,1,0,0
ORD_2121189072,4,1,0,2,1,0,0
ORD_2121764464,4,1,0,2,1,0,0
ORD_2126034360,4,1,0,2,1,0,0
ORD_2128511235,4,1,0,2,1,0,0
ORD_2129584321,4,1,0,2,1,0,0
ORD_2131111446,4,1,0,2,1,0,0
ORD_2134086906,4,1,0,2,1,0,0
ORD_2134232319,4,1,0,2,1,0,0
ORD_2137258702,4,1,0,2,1,0,0
ORD_2143487435,4,1,0,2,1,0,0
ORD_2148015192,4,1,0,2,1,0,0
ORD_2155715424,4,1,0,2,1,0,0
ORD_2157825625,4,1,0,2,1,0,0
ORD_2160087017,4,1,0,2,1,0,0
ORD_2162258525,4,1,0,2,1,0,0
ORD_2165060763,4,1,0,2,1,0,0
ORD_2168089547,4,1,0,2,1,0,0
ORD_2177464205,4,1,0,2,1,0,0
ORD_2177927025,4,1,0,2,1,0,0
ORD_2180050439,4,1,0,2,1,0,0
ORD_2183671455,4,1,0,2,1,0,0
ORD_2184274983,4,1,0,2,1,0,0
ORD_2194946657,4,1,0,2,1,0,0
ORD_2196558300,4,1,0,2,1,0,0
ORD_2196789018,4,1,0,2,1,0,0
ORD_2198654076,4,1,0,2,1,0,0
ORD_2203983405,4,1,0,2,1,0,0
ORD_2206472478,4,1,0,2,1,0,0
ORD_2208087824,4,1,0,2,1,0,0
ORD_2208236247,4,1,0,2,1,0,0
ORD_2213127193,4,1,0,2,1,0,0
ORD_2213203439,4,1,0,2,1,0,0
ORD_2215051211,4,1,0,2,1,0,0
ORD_2216452675,4,1,0,2,1,0,0
ORD_2220853015,4,1,0,2,1,0,0
ORD_2229423608,4,1,0,2,1,0,0
ORD_2232373235,4,1,0,2,1,0,0
ORD_2234606209,4,1,0,2,1,0,0
ORD_2237092724,4,1,0,2,1,0,0
ORD_2237629292,4,1,0,2,1,0,0
ORD_2244151591,4,1,0,2,1,0,0
ORD_2244380845,4,1,0,2,1,0,0
ORD_2245892562,4,1,0,2,1,0,0
ORD_2246469824,4,1,0,2,1,0,0
ORD_2250964338,4,1,0,2,1,0,0
ORD_2256307830,4,1,0,2,1,0,0
ORD_2259213366,4,1,0,2,1,0,0
ORD_2259570968,4,1,0,2,1,0,0
ORD_2259850231,4,1,0,2,1,0,0
ORD_2259899303,4,1,0,2,1,0,0
ORD_2260297998,4,1,0,2,1,0,0
ORD_2264632477,4,1,0,2,1,0,0
ORD_2266683520,4,1,0,2,1,0,0
ORD_2267565389,4,1,0,2,1,0,0
ORD_2273860229,4,1,0,2,1,0,0
ORD_2274399138,4,1,0,2,1,0,0
ORD_2275129380,4,1,0,2,1,0,0
ORD_2275655469,4,1,0,2,1,0,0
ORD_2275700087,4,1,0,2,1,0,0
ORD_2276559496,4,1,0,2,1,0,0
ORD_2277956335,4,1,0,2,1,0,0
ORD_2281995846,4,1,0,2,1,0,0
ORD_2285932508,4,1,0,2,1,0,0
ORD_2286051192,4,1,0,2,1,0,0
ORD_2289102260,4,1,0,2,1,0,0
ORD_2293422426,4,1,0,2,1,0,0
ORD_2295079315,4,1,0,2,1,0,0
ORD_2299794405,4,1,0,2,1,0,0
ORD_2299945416,4,1,0,2,1,0,0
ORD_2302555218,4,1,0,2,1,0,0
ORD_2303567547,4,1,0,2,1,0,0
ORD_2305778835,4,1,0,2,1,0,0
ORD_2308755238,4,1,0,2,1,0,0
ORD_2312921437,4,1,0,2,1,0,0
ORD_2313942969,4,1,0,2,1,0,0
ORD_2315654930,4,1,0,2,1,0,0
ORD_2319925246,4,1,0,2,1,0,0
ORD_2322936119,4,1,0,2,1,0,0
ORD_2326040228,4,1,0,2,1,0,0
ORD_2328496951,4,1,0,2,1,0,0
ORD_2328931536,4,1,0,2,1,0,0
ORD_2328932438,4,1,0,2,1,0,0
ORD_2330242761,4,1,0,2,1,0,0
ORD_2338058628,4,1,0,2,1,0,0
ORD_2343059355,4,1,0,2,1,0,0
ORD_2344591096,4,1,0,2,1,0,0
ORD_2350906309,4,1,0,2,1,0,0
ORD_2351631819,4,1,0,2,1,0,0
ORD_2353136424,4,1,0,2,1,0,0
ORD_2356275174,4,1,0,2,1,0,0
ORD_2358930973,4,1,0,2,1,0,0
ORD_2363925336,4,1,0,2,1,0,0
ORD_2364944847,4,1,0,2,1,0,0
ORD_2371410597,4,1,0,2,1,0,0
ORD_2371883759,4,1,0,2,1,0,0
ORD_2372037853,4,1,0,2,1,0,0
ORD_2375855696,4,1,0,2,1,0,0
ORD_2383743108,4,1,0,2,1,0,0
ORD_2385391386,4,1,0,2,1,0,0
ORD_2388371340,4,1,0,2,1,0,0
ORD_2389911887,4,1,0,2,1,0,0
ORD_2390401241,4,1,0,2,1,0,0
ORD_2391131259,4,1,0,2,1,0,0
ORD_2391767551,4,1,0,2,1,0,0
ORD_2395557493,4,1,0,2,1,0,0
ORD_2397237365,4,1,0,2,1,0,0
ORD_2400159311,4,1,0,2,1,0,0
ORD_2402065216,4,1,0,2,1,0,0
ORD_2409543243,4,1,0,2,1,0,0
ORD_2410238628,4,1,0,2,1,0,0
ORD_2413412851,4,1,0,2,1,0,0
ORD_2413763292,4,1,0,2,1,0,0
ORD_2417738927,4,1,0,2,1,0,0
ORD_2418077440,4,1,0,2,1,0,0
ORD_2422234341,4,1,0,2,1,0,0
ORD_2424782396,4,1,0,2,1,0,0
ORD_2426638250,4,1,0,2,1,0,0
ORD_2427047253,4,1,0,2,1,0,0
ORD_2427980312,4,1,0,2,1,0,0
ORD_2428612806,4,1,0,2,1,0,0
ORD_2431286500,4,1,0,2,1,0,0
ORD_2433858301,4,1,0,2,1,0,0
ORD_2435824095,4,1,0,2,1,0,0
ORD_2441591481,4,1,0,2,1,0,0
ORD_2443751560,4,1,0,2,1,0,0
ORD_2446954532,4,1,0,2,1,0,0
ORD_2447775215,4,1,0,2,1,0,0
ORD_2447838682,4,1,0,2,1,0,0
ORD_2448188366,4,1,0,2,1,0,0
ORD_2449187198,4,1,0,2,1,0,0
ORD_2449236673,4,1,0,2,1,0,0
ORD_2449552291,4,1,0,2,1,0,0
ORD_2453942642,4,1,0,2,1,0,0
ORD_2455214178,4,1,0,2,1,0,0
ORD_2456909805,4,1,0,2,1,0,0
ORD_2457296214,4,1,0,2,1,0,0
ORD_2457616318,4,1,0,2,1,0,0
ORD_2458443226,4,1,0,2,1,0,0
ORD_2463885434,4,1,0,2,1,0,0
ORD_2464185370,4,1,0,2,1,0,0
ORD_2465882332,4,1,0,2,1,0,0
ORD_2467592463,4,1,0,2,1,0,0
ORD_2469238971,4,1,0,2,1,0,0
ORD_2471108653,4,1,0,2,1,0,0
ORD_2477245957,4,1,0,2,1,0,0
ORD_2477349931,4,1,0,2,1,0,0
ORD_2478045163,4,1,0,2,1,0,0
ORD_2479891811,4,1,0,2,1,0,0
ORD_2480372120,4,1,0,2,1,0,0
ORD_2482387074,4,1,0,2,1,0,0
ORD_2489557637,4,1,0,2,1,0,0
ORD_2491315848,4,1,0,2,1,0,0
ORD_2493212590,4,1,0,2,1,0,0
ORD_2493968822,4,1,0,2,1,0,0
ORD_2494225998,4,1,0,2,1,0,0
ORD_2497554245,4,1,0,2,1,0,0
ORD_2499895184,4,1,0,2,1,0,0
ORD_2500268326,4,1,0,2,1,0,0
ORD_2500801280,4,1,0,2,1,0,0
ORD_2503884668,4,1,0,2,1,0,0
ORD_2513544771,4,1,0,2,1,0,0
ORD_2514454704,4,1,0,2,1,0,0
ORD_2515338139,4,1,0,2,1,0,0
ORD_2518614407,4,1,0,2,1,0,0
ORD_2520519348,4,1,0,2,1,0,0
ORD_2521159783,4,1,0,2,1,0,0
ORD_2523666858,4,1,0,2,1,0,0
ORD_2524643052,4,1,0,2,1,0,0
ORD_2526074327,4,1,0,2,1,0,0
ORD_2526784638,4,1,0,2,1,0,0
ORD_2527711801,4,1,0,2,1,0,0
ORD_2530547501,4,1,0,2,1,0,0
ORD_2535744981,4,1,0,2,1,0,0
ORD_2536006116,4,1,0,2,1,0,0
ORD_2536262660,4,1,0,2,1,0,0
ORD_2536664815,4,1,0,2,1,0,0
ORD_2537603268,4,1,0,2,1,0,0
ORD_2539011314,4,1,0,2,1,0,0
ORD_2539609314,4,1,0,2,1,0,0
ORD_2542028750,4,1,0,2,1,0,0
ORD_2543321172,4,1,0,2,1,0,0
ORD_2545079172,4,1,0,2,1,0,0
ORD_2548912898,4,1,0,2,1,0,0
ORD_2549927680,4,1,0,2,1,0,0
ORD_2552030118,4,1,0,2,1,0,0
ORD_2553084533,4,1,0,2,1,0,0
ORD_2553323648,4,1,0,2,1,0,0
ORD_2553924258,4,1,0,2,1,0,0
ORD_2555646676,4,1,0,2,1,0,0
ORD_2555876064,4,1,0,2,1,0,0
ORD_2557569848,4,1,0,2,1,0,0
ORD_2559817085,4,1,0,2,1,0,0
ORD_2568776469,4,1,0,2,1,0,0
ORD_2569606276,4,1,0,2,1,0,0
ORD_2571159341,4,1,0,2,1,0,0
ORD_2571268736,4,1,0,2,1,0,0
ORD_2571590584,4,1,0,2,1,0,0
ORD_2572554548,4,1,0,2,1,0,0
ORD_2572744014,4,1,0,2,1,0,0
ORD_2574038928,4,1,0,2,1,0,0
ORD_2574149754,4,1,0,2,1,0,0
ORD_2574897117,4,1,0,2,1,0,0
ORD_2582712916,4,1,0,2,1,0,0
ORD_2589966171,4,1,0,2,1,0,0
ORD_2591798006,4,1,0,2,1,0,0
ORD_2592619747,4,1,0,2,1,0,0
ORD_2592715440,4,1,0,2,1,0,0
ORD_2593007067,4,1,0,2,1,0,0
ORD_2596285757,4,1,0,2,1,0,0
ORD_2598960688,4,1,0,2,1,0,0
ORD_2601850853,4,1,0,2,1,0,0
ORD_2602028581,4,1,0,2,1,0,0
ORD_2616445345,4,1,0,2,1,0,0
ORD_2618374196,4,1,0,2,1,0,0
ORD_2621200452,4,1,0,2,1,0,0
ORD_2621355901,4,1,0,2,1,0,0
ORD_2623162871,4,1,0,2,1,0,0
ORD_2623715577,4,1,0,2,1,0,0
ORD_2626323718,4,1,0,2,1,0,0
ORD_2626953102,4,1,0,2,1,0,0
ORD_2631392788,4,1,0,2,1,0,0
ORD_2631780768,4,1,0,2,1,0,0
ORD_2632474099,4,1,0,2,1,0,0
ORD_2633432596,4,1,0,2,1,0,0
ORD_2633995724,4,1,0,2,1,0,0
ORD_2639386264,4,1,0,2,1,0,0
ORD_2647845024,4,1,0,2,1,0,0
ORD_2648086419,4,1,0,2,1,0,0
ORD_2650809879,4,1,0,2,1,0,0
ORD_2654672491,4,1,0,2,1,0,0
ORD_2656639790,4,1,0,2,1,0,0
ORD_2658428835,4,1,0,2,1,0,0
ORD_2658839940,4,1,0,2,1,0,0
ORD_2660422332,4,1,0,2,1,0,0
ORD_2660526569,4,1,0,2,1,0,0
ORD_2663867773,4,1,0,2,1,0,0
ORD_2666713492,4,1,0,2,1,0,0
ORD_2669779103,4,1,0,2,1,0,0
ORD_2676585355,4,1,0,2,1,0,0
ORD_2676941297,4,1,0,2,1,0,0
ORD_2678695436,4,1,0,2,1,0,0
ORD_2683899352,4,1,0,2,1,0,0
ORD_2686680012,4,1,0,2,1,0,0
ORD_2687113064,4,1,0,2,1,0,0
ORD_2687363089,4,1,0,2,1,0,0
ORD_2689099674,4,1,0,2,1,0,0
ORD_2690446477,4,1,0,2,1,0,0
ORD_2693713015,4,1,0,2,1,0,0
ORD_2695196378,4,1,0,2,1,0,0
ORD_2696039608,4,1,0,2,1,0,0
ORD_2696432952,4,1,0,2,1,0,0
ORD_2702602424,4,1,0,2,1,0,0
ORD_2702812447,4,1,0,2,1,0,0
ORD_2703458655,4,1,0,2,1,0,0
ORD_2704377041,4,1,0,2,1,0,0
ORD_2706218343,4,1,0,2,1,0,0
ORD_2714388423,4,1,0,2,1,0,0
ORD_2715689338,4,1,0,2,1,0,0
ORD_2716321135,4,1,0,2,1,0,0
ORD_2719563608,4,1,0,2,1,0,0
ORD_2721096211,4,1,0,2,1,0,0
ORD_2725699305,4,1,0,2,1,0,0
ORD_2727055284,4,1,0,2,1,0,0
ORD_2728041375,4,1,0,2,1,0,0
ORD_2731244586,4,1,0,2,1,0,0
ORD_2731317958,4,1,0,2,1,0,0
ORD_2733569794,4,1,0,2,1,0,0
ORD_2734484520,4,1,0,2,1,0,0
ORD_2735803984,4,1,0,2,1,0,0
ORD_2735901319,4,1,0,2,1,0,0
ORD_2736164245,4,1,0,2,1,0,0
ORD_2741085065,4,1,0,2,1,0,0
ORD_2746630616,4,1,0,2,1,0,0
ORD_2757375298,4,1,0,2,1,0,0
ORD_2758043514,4,1,0,2,1,0,0
ORD_2766888091,4,1,0,2,1,0,0
ORD_2771013212,4,1,0,2,1,0,0
ORD_2772650772,4,1,0,2,1,0,0
ORD_2777609132,4,1,0,2,1,0,0
ORD_2777626569,4,1,0,2,1,0,0
ORD_2782324172,4,1,0,2,1,0,0
ORD_2784204244,4,1,0,2,1,0,0
ORD_2784441446,4,1,0,2,1,0,0
ORD_2787076303,4,1,0,2,1,0,0
ORD_2788806172,4,1,0,2,1,0,0
ORD_2790767388,4,1,0,2,1,0,0
ORD_2793114714,4,1,0,2,1,0,0
ORD_2797761530,4,1,0,2,1,0,0
ORD_2805374705,4,1,0,2,1,0,0
ORD_2806132435,4,1,0,2,1,0,0
ORD_2806866139,4,1,0,2,1,0,0
ORD_2813512161,4,1,0,2,1,0,0
ORD_2815228584,4,1,0,2,1,0,0
ORD_2815859529,4,1,0,2,1,0,0
ORD_2816364565,4,1,0,2,1,0,0
ORD_2816889017,4,1,0,2,1,0,0
ORD_2816980838,4,1,0,2,1,0,0
ORD_2818958609,4,1,0,2,1,0,0
ORD_2822082328,4,1,0,2,1,0,0
ORD_2823867965,4,1,0,2,1,0,0
ORD_2830652759,4,1,0,2,1,0,0
ORD_2832825734,4,1,0,2,1,0,0
ORD_2833624527,4,1,0,2,1,0,0
ORD_2835839310,4,1,0,2,1,0,0
ORD_2845424695,4,1,0,2,1,0,0
ORD_2847781397,4,1,0,2,1,0,0
