case_id,event_count,unique_step_count,cycle_time_min,has_declaration,has_release,has_handover,has_inspection,has_hold,has_recheck,missing_declaration_flag,missing_release_flag,missing_handover_flag,direct_release_flag,exam_branch_flag,amendment_branch_flag,path_complexity_index
ORD_2435824095,16,16,2405.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2441591481,16,16,2799.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2443751560,16,16,3648.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2446954532,16,16,2444.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2447775215,16,16,2298.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2447838682,16,16,2096.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2448188366,16,16,2446.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2449187198,16,16,4107.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2449236673,16,16,2075.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2449552291,16,16,2622.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2453942642,16,16,2609.3333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2455214178,16,16,2198.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2456909805,16,16,3092.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2457296214,16,16,2707.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2457616318,16,16,2593.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2458443226,16,16,2624.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2463885434,16,16,2547.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2464185370,16,16,2142.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2465882332,16,16,3682.9333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2467592463,16,16,2625.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2469238971,16,16,2752.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2471108653,16,16,2979.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2477245957,16,16,2346.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2477349931,16,16,2805.0833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2478045163,16,16,4554.016666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2479891811,16,16,2286.95,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2480372120,16,16,2725.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2482387074,16,16,3268.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2489557637,16,16,2799.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2491315848,16,16,2595.6833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2493212590,16,16,3082.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2493968822,16,16,3567.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2494225998,16,16,2377.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2497554245,16,16,2091.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2499895184,16,16,2489.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2500268326,16,16,2218.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2500801280,16,16,2482.65,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2503884668,16,16,3251.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2513544771,16,16,2704.6833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2514454704,16,16,2686.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2515338139,16,16,3138.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2518614407,16,16,2621.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2520519348,16,16,2194.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2521159783,16,16,2317.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2523666858,16,16,4268.666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2524643052,16,16,4661.516666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2526074327,16,16,1876.7333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2526784638,16,16,2033.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2527711801,16,16,2542.366666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2530547501,16,16,2607.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2535744981,16,16,2831.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2536006116,16,16,3227.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2536262660,16,16,2535.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2536664815,16,16,3089.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2537603268,16,16,2264.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2539011314,16,16,2178.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2539609314,16,16,4315.983333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2542028750,16,16,2148.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2543321172,16,16,3497.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2545079172,16,16,2920.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2548912898,16,16,3974.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2549927680,16,16,2566.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2552030118,16,16,2121.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2553084533,16,16,2671.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2553323648,16,16,2660.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2553924258,16,16,3081.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2555646676,16,16,3416.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2555876064,16,16,2890.516666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2557569848,16,16,2214.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2559817085,16,16,2810.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2568776469,16,16,3505.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2569606276,16,16,2547.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2571159341,16,16,2576.3333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2571268736,16,16,1796.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2571590584,16,16,2388.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2572554548,16,16,2290.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2572744014,16,16,2657.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2574038928,16,16,2019.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2574149754,16,16,2017.2333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2574897117,16,16,3862.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2582712916,16,16,2878.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2589966171,16,16,4137.533333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2591798006,16,16,2087.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2592619747,16,16,3158.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2592715440,16,16,2247.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2593007067,16,16,2188.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2596285757,16,16,3093.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2598960688,16,16,2356.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2601850853,16,16,2959.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2602028581,16,16,3183.3333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2616445345,16,16,2459.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2618374196,16,16,2287.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2621200452,16,16,3445.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2621355901,16,16,3439.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2623162871,16,16,3341.7833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2623715577,16,16,2999.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2626323718,16,16,1986.6166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2626953102,16,16,2542.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2631392788,16,16,3009.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2631780768,16,16,3421.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2632474099,16,16,2885.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2633432596,16,16,2873.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2633995724,16,16,2237.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2639386264,16,16,4964.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2647845024,16,16,2010.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2648086419,16,16,2543.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2650809879,16,16,2773.366666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2654672491,16,16,2284.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2656639790,16,16,2230.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2658428835,16,16,3572.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2658839940,16,16,3685.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2660422332,16,16,2634.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2660526569,16,16,3194.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2663867773,16,16,2246.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2666713492,16,16,2568.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2669779103,16,16,2628.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2676585355,16,16,3230.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2676941297,16,16,2763.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2678695436,16,16,2316.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2683899352,16,16,4436.316666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2686680012,16,16,2175.0833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2687113064,16,16,2015.6333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2687363089,16,16,3280.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2689099674,16,16,2435.733333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2690446477,16,16,2867.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2693713015,16,16,3116.7166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2695196378,16,16,2154.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2696039608,16,16,3173.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2696432952,16,16,3094.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2702602424,16,16,1963.7666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2702812447,16,16,4514.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2703458655,16,16,2994.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2704377041,16,16,2111.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2706218343,16,16,2503.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2714388423,16,16,2149.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2715689338,16,16,2495.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2716321135,16,16,2896.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2719563608,16,16,3139.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2721096211,16,16,2980.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2725699305,16,16,3707.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2727055284,16,16,3595.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2728041375,16,16,3279.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2731244586,16,16,3026.016666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2731317958,16,16,2604.05,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2733569794,16,16,2736.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2734484520,16,16,3518.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2735803984,16,16,2821.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2735901319,16,16,2565.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2736164245,16,16,2808.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2741085065,16,16,1962.9166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2746630616,16,16,3244.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2757375298,16,16,2973.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2758043514,16,16,1949.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2766888091,16,16,3260.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2771013212,16,16,3655.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2772650772,16,16,3130.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2777609132,16,16,2371.6833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2777626569,16,16,3848.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2782324172,16,16,2168.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2784204244,16,16,2929.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2784441446,16,16,2374.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2787076303,16,16,2802.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2788806172,16,16,2299.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2790767388,16,16,2611.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2793114714,16,16,2288.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2797761530,16,16,3477.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2805374705,16,16,2783.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2806132435,16,16,2281.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2806866139,16,16,4039.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2813512161,16,16,1833.8833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2815228584,16,16,3824.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2815859529,16,16,3113.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2816364565,16,16,2559.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2816889017,16,16,2257.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2816980838,16,16,2459.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2818958609,16,16,3413.5833333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2822082328,16,16,2238.8166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2823867965,16,16,2779.55,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2830652759,16,16,2358.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2832825734,16,16,3337.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2833624527,16,16,2127.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2835839310,16,16,3360.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2845424695,16,16,2679.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2847781397,16,16,2371.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2848808421,16,16,2057.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2849963626,16,16,2729.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2852135736,16,16,2930.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2852374812,16,16,2219.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2853075892,16,16,2728.9666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2853231207,16,16,3401.8333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2854100547,16,16,3061.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2854220202,16,16,3363.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2857613441,16,16,2325.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2860175682,16,16,2723.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2860768835,16,16,2272.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2865861981,16,16,2876.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2867551162,16,16,2885.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2870073308,16,16,2722.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2871210447,16,16,2465.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2871562447,16,16,2974.766666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2871961650,16,16,3884.4,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2872604354,16,16,3401.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2872639406,16,16,2775.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2873836324,16,16,2604.2166666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2874130029,16,16,2739.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2875537603,16,16,3040.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2876006404,16,16,1744.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2885374809,16,16,2100.016666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2886466897,16,16,2593.25,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2886984904,16,16,3325.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2889716821,16,16,2212.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2891128577,16,16,3884.3166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2892393028,16,16,2828.2,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2894872945,16,16,2370.233333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2897098057,16,16,3110.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2898535853,16,16,2931.1,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2900063330,16,16,2185.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2900791423,16,16,2749.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2901265326,16,16,3173.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2902061261,16,16,1672.6666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2904034627,16,16,3504.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2905219151,16,16,2441.516666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2907838588,16,16,2202.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2909560925,16,16,2497.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2917910424,16,16,2193.0,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2919400186,16,16,2735.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2919509437,16,16,2719.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2922374296,16,16,3071.4166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2933274255,16,16,2586.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2934634979,16,16,3015.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2943559584,16,16,3255.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2945667135,16,16,2386.8,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2947118337,16,16,2920.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2947412490,16,16,2413.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2950783153,16,16,2328.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2953581865,16,16,2738.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2954003499,16,16,2466.2,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2954031658,16,16,2784.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2957604120,16,16,2371.85,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2959935505,16,16,2340.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2960248296,16,16,3040.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2961120000,16,16,3317.1666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2962246126,16,16,3637.0666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2966137938,16,16,2912.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2971626733,16,16,2630.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2972406915,16,16,3725.633333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2972527163,16,16,2318.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2973728190,16,16,2175.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2974646512,16,16,3636.1833333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2975965949,16,16,3117.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2982833855,16,16,2191.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2983278225,16,16,3824.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2983363641,16,16,2575.116666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2985512597,16,16,3173.4666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2986440715,16,16,2204.616666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2988198942,16,16,3006.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2992481122,16,16,4348.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2992511341,16,16,3168.983333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2994193496,16,16,3357.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2994929227,16,16,2368.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2996868111,16,16,2952.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_2998523720,16,16,3076.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3000023723,16,16,2598.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3000399292,16,16,2575.15,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3000431213,16,16,3562.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3000627263,16,16,2513.133333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3004490902,16,16,2622.5666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3006934288,16,16,3159.0666666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3007138373,16,16,3006.45,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3007829348,16,16,2031.6166666666666,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3009512774,16,16,2034.0833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3010719880,16,16,3294.2,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3011398502,16,16,2066.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3012628278,16,16,2417.0333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3017722561,16,16,1959.6666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3018574442,16,16,1893.7666666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3022074163,16,16,3062.6,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3025338120,16,16,2970.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3027367026,16,16,2801.6666666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3030684353,16,16,2886.383333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3030845614,16,16,3473.5333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3031363544,16,16,3413.866666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3034966705,16,16,3345.5,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3038064754,16,16,2265.3,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3038825363,16,16,2082.883333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3039072268,16,16,3066.483333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3041122387,16,16,2931.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3043502316,16,16,2691.266666666667,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3046935346,16,16,3027.733333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3048452393,16,16,4177.333333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3048919310,16,16,2540.9166666666665,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3050147861,16,16,3318.3333333333335,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3051239033,16,16,2632.75,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3051626859,16,16,3870.35,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3062955519,16,16,4013.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3072790759,16,16,1819.2833333333333,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3073710564,16,16,3590.9,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3075417276,16,16,4026.2,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3076120888,16,16,2613.7,1,1,1,1,0,0,0,0,0,0,1,0,4
ORD_3080368817,16,16,3375.4333333333334,1,1,1,1,0,0,0,0,0,0,1,0,4
