case_id,distance_bucket,service_level,warehouse_code,hub_code,port_code,is_cross_border
ORD_2678695436,1,2,WH_HCM_01,HUB_HA_NOI,DA_NANG,1
ORD_3727855240,2,0,WH_HCM_02,HUB_THU_DUC,HAI_PHONG,1
ORD_6613982835,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_6059452741,1,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_6633139658,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_3201167571,2,1,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_6055376967,1,1,WH_DN_01,HUB_BINH_TAN,,0
ORD_3422234002,3,2,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_9012811920,2,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_1979266851,2,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_3493959790,2,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_8785087927,1,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_0801824413,4,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_8102427398,3,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_2346572200,2,2,WH_HCM_01,HUB_TAN_BINH,,0
ORD_7717869461,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_6355330203,2,2,WH_HCM_01,HUB_TAN_BINH,DA_NANG,1
ORD_6925733588,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_5660002373,4,1,WH_DN_01,HUB_THU_DUC,,0
ORD_1332909894,1,1,WH_HCM_02,HUB_BINH_TAN,DA_NANG,1
ORD_4217668076,2,2,WH_DN_01,HUB_THU_DUC,DA_NANG,1
ORD_1036184566,3,2,WH_HCM_01,HUB_TAN_BINH,DA_NANG,1
ORD_1417012368,2,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_4045581799,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_4502411167,3,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_1009702540,3,1,WH_DN_01,HUB_THU_DUC,DA_NANG,1
ORD_0152563459,3,2,WH_HCM_01,HUB_TAN_BINH,CAT_LAI,1
ORD_2682135930,3,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_1665601893,2,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_7838519467,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_6793440880,2,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_0150977176,1,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_3699985370,4,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_1624134160,1,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4171193723,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_3589814738,3,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_7048269284,4,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_5053290484,1,1,WH_HN_01,HUB_THU_DUC,,0
ORD_1663739304,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_8360987484,4,1,WH_HN_01,HUB_HA_NOI,CAI_MEP,1
ORD_9989969106,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_5117845469,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_1976269596,2,0,WH_DN_01,HUB_TAN_BINH,,0
ORD_9388975707,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_5033856746,2,1,WH_HN_01,HUB_THU_DUC,DA_NANG,1
ORD_4938655229,2,1,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_6428898102,1,1,WH_HCM_02,HUB_BINH_TAN,CAI_MEP,1
ORD_6166300727,1,2,WH_DN_01,HUB_THU_DUC,,0
ORD_1432497216,4,1,WH_DN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_1954956696,1,1,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_8804252451,2,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_9382138946,2,2,WH_DN_01,HUB_HA_NOI,,0
ORD_9972126181,3,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_2968142505,1,0,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4916808528,2,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_9708795806,2,1,WH_HCM_02,HUB_TAN_BINH,HAI_PHONG,1
ORD_7443713547,1,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_3990459037,1,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_8069031297,1,2,WH_DN_01,HUB_THU_DUC,,0
ORD_0118616499,2,0,WH_HCM_01,HUB_TAN_BINH,CAT_LAI,1
ORD_9793779579,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_7215154833,2,1,WH_HN_01,HUB_THU_DUC,CAT_LAI,1
ORD_4571085918,3,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_9255588339,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_9439951592,2,1,WH_DN_01,HUB_HA_NOI,CAI_MEP,1
ORD_6222308235,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_1593865011,1,2,WH_HCM_02,HUB_BINH_TAN,CAT_LAI,1
ORD_7663553619,2,2,WH_DN_01,HUB_HA_NOI,DA_NANG,1
ORD_5159749830,3,1,WH_DN_01,HUB_TAN_BINH,DA_NANG,1
ORD_8387747074,1,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_6191514528,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_7316697556,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_8023962843,2,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_8491048984,2,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_1450554420,1,2,WH_DN_01,HUB_HA_NOI,,0
ORD_6999028570,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_1168870083,2,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_7995982183,3,1,WH_HN_01,HUB_HA_NOI,,0
ORD_1489482265,2,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_6731256213,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_0996797987,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_0155910632,2,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_1272995826,4,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_0211577666,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_3606476042,1,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_9726650743,2,1,WH_HN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_2395725384,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4223262907,2,0,WH_HCM_01,HUB_BINH_TAN,CAT_LAI,1
ORD_5727386825,4,1,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_4571841018,2,1,WH_HCM_02,HUB_HA_NOI,DA_NANG,1
ORD_9518273094,3,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_3692662637,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_2792979873,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_6923324880,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_1978656906,3,1,WH_HN_01,HUB_HA_NOI,,0
ORD_3728847609,1,1,WH_DN_01,HUB_THU_DUC,,0
ORD_6205838733,3,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_6122092566,1,1,WH_HN_01,HUB_TAN_BINH,CAI_MEP,1
ORD_5119162485,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_9814163797,1,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_9178019765,4,1,WH_HN_01,HUB_THU_DUC,CAI_MEP,1
ORD_7000872592,2,2,WH_HCM_02,HUB_TAN_BINH,,0
ORD_2266508741,4,2,WH_DN_01,HUB_HA_NOI,,0
ORD_5357784808,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_7856968977,4,1,WH_HCM_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_5900265469,2,0,WH_HN_01,HUB_THU_DUC,,0
ORD_7763154143,2,1,WH_HN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_1111750770,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_2058769322,2,0,WH_DN_01,HUB_BINH_TAN,,0
ORD_6729500437,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_1644552042,3,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_7181096833,1,0,WH_HN_01,HUB_HA_NOI,DA_NANG,1
ORD_3466822112,2,1,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_0438943004,1,2,WH_HCM_01,HUB_THU_DUC,,0
ORD_5427692355,2,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_2297208865,1,1,WH_DN_01,HUB_HA_NOI,,0
ORD_5651667235,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_2084922808,2,1,WH_DN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_2588286485,3,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_9076398283,2,2,WH_HN_01,HUB_TAN_BINH,DA_NANG,1
ORD_8700008484,2,1,WH_HCM_02,HUB_BINH_TAN,HAI_PHONG,1
ORD_5856372214,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_3262409959,2,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_5839014218,2,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_8615541431,3,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_0424044410,4,2,WH_HN_01,HUB_HA_NOI,CAI_MEP,1
ORD_6325571715,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_4909706914,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_5188120232,1,2,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3366248151,1,1,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_7311365450,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_9587942273,2,1,WH_HCM_02,HUB_TAN_BINH,CAI_MEP,1
ORD_5861133814,3,2,WH_DN_01,HUB_HA_NOI,,0
ORD_9931118353,1,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_6926886039,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_1822656558,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_3541804292,1,0,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_4343196527,2,0,WH_HN_01,HUB_HA_NOI,,0
ORD_2820834451,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_5684050468,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_6200005887,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7050353383,3,1,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_8207366071,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_6620063615,4,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_6731049840,3,1,WH_DN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_3418397287,4,1,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_0619297045,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_6237052158,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_7122352541,3,1,WH_DN_01,HUB_TAN_BINH,CAI_MEP,1
ORD_6017589518,3,1,WH_HCM_01,HUB_BINH_TAN,DA_NANG,1
ORD_0376409253,3,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_2558893171,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_2923420919,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_2848808421,1,2,WH_HCM_01,HUB_BINH_TAN,CAI_MEP,1
ORD_1820926101,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_8198227253,1,2,WH_HN_01,HUB_THU_DUC,,0
ORD_0200867679,1,1,WH_DN_01,HUB_HA_NOI,,0
ORD_2902687611,3,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_2494225998,4,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_0994553768,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_8047870400,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_0377257801,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_3843942490,2,2,WH_HCM_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_2728041375,3,2,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_0490485163,2,2,WH_DN_01,HUB_HA_NOI,HAI_PHONG,1
ORD_2588464186,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_0695773734,2,2,WH_HN_01,HUB_THU_DUC,,0
ORD_1589319773,3,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3744054986,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_0889489403,3,2,WH_HCM_01,HUB_THU_DUC,HAI_PHONG,1
ORD_2748349201,2,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_2427047253,2,1,WH_HN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_4350233319,3,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_2448188366,4,1,WH_DN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_4776641468,1,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_7418775654,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3001635095,1,1,WH_DN_01,HUB_HA_NOI,,0
ORD_4405510591,1,1,WH_HCM_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_8899089770,3,1,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_7293690551,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3940308099,1,1,WH_HCM_02,HUB_TAN_BINH,DA_NANG,1
ORD_2973728190,1,1,WH_HCM_01,HUB_TAN_BINH,DA_NANG,1
ORD_5362951203,2,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_5499980875,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_3124429279,4,0,WH_HN_01,HUB_TAN_BINH,,0
ORD_7361951898,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_7209012381,2,1,WH_DN_01,HUB_THU_DUC,CAI_MEP,1
ORD_6506050538,1,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_7464836147,4,1,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_7639577288,2,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_7364660025,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_1423508919,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_3968147964,2,0,WH_HN_01,HUB_BINH_TAN,,0
ORD_0709130944,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_4197507457,3,2,WH_HCM_01,HUB_THU_DUC,CAI_MEP,1
ORD_0262662265,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_0429781367,3,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_0490186575,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_6031357732,3,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_9156283423,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_3083176395,1,2,WH_HCM_01,HUB_BINH_TAN,,0
ORD_8738030574,4,2,WH_HCM_01,HUB_BINH_TAN,,0
ORD_3516825725,1,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_1389253573,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_3507690954,1,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_6288858288,4,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_9775802727,4,1,WH_HCM_02,HUB_TAN_BINH,HAI_PHONG,1
ORD_7061824197,4,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_6521348703,3,2,WH_DN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_0939138678,3,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_4100638341,4,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_9562375410,3,2,WH_HCM_01,HUB_TAN_BINH,,0
ORD_3668588366,2,2,WH_HN_01,HUB_THU_DUC,,0
ORD_2398047017,2,2,WH_DN_01,HUB_TAN_BINH,,0
ORD_1295228456,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_6464392358,1,0,WH_DN_01,HUB_TAN_BINH,CAI_MEP,1
ORD_2519880765,1,1,WH_DN_01,HUB_HA_NOI,,0
ORD_5833930483,3,1,WH_DN_01,HUB_HA_NOI,DA_NANG,1
ORD_6263840833,4,1,WH_DN_01,HUB_BINH_TAN,,0
ORD_1729650341,2,1,WH_HN_01,HUB_HA_NOI,,0
ORD_1638498014,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_3724404803,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_9760889319,3,2,WH_DN_01,HUB_BINH_TAN,HAI_PHONG,1
ORD_1102718979,1,2,WH_HCM_01,HUB_TAN_BINH,DA_NANG,1
ORD_9900367925,2,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_0406320334,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_1726415936,3,1,WH_DN_01,HUB_HA_NOI,CAI_MEP,1
ORD_0468326819,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_1717670203,3,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_6692582580,2,1,WH_DN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_5387772015,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_8398422769,4,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_4822769162,2,0,WH_DN_01,HUB_THU_DUC,,0
ORD_7514115484,2,2,WH_HCM_02,HUB_HA_NOI,,0
ORD_1558009568,1,0,WH_HN_01,HUB_THU_DUC,,0
ORD_2988616209,1,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_2352754865,1,1,WH_HN_01,HUB_THU_DUC,,0
ORD_5837273393,2,1,WH_HCM_01,HUB_BINH_TAN,CAT_LAI,1
ORD_3953995452,3,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_9347030372,3,1,WH_HCM_01,HUB_HA_NOI,HAI_PHONG,1
ORD_3418776651,4,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_1280895388,1,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_2391847529,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_6169039891,3,1,WH_HCM_01,HUB_THU_DUC,HAI_PHONG,1
ORD_4375113063,1,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_8838243989,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_6872706644,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_4505156717,2,1,WH_HCM_02,HUB_TAN_BINH,DA_NANG,1
ORD_9568787950,3,1,WH_HCM_01,HUB_TAN_BINH,CAT_LAI,1
ORD_2208336288,3,1,WH_DN_01,HUB_THU_DUC,,0
ORD_1348754062,1,1,WH_HN_01,HUB_THU_DUC,CAI_MEP,1
ORD_9349844901,3,1,WH_DN_01,HUB_THU_DUC,,0
ORD_0000312750,1,1,WH_HN_01,HUB_THU_DUC,DA_NANG,1
ORD_6002643080,3,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_8481486552,2,1,WH_DN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_3298162040,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_9049174573,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_2275129380,3,2,WH_HCM_02,HUB_THU_DUC,HAI_PHONG,1
ORD_8482563420,2,1,WH_DN_01,HUB_HA_NOI,,0
ORD_8490729264,2,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_0787202394,1,1,WH_HN_01,HUB_BINH_TAN,,0
ORD_3162181766,4,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_6140484374,3,0,WH_HCM_02,HUB_BINH_TAN,,0
ORD_3105591107,3,1,WH_HN_01,HUB_HA_NOI,,0
ORD_7642605425,2,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_7273251921,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_9752801072,2,0,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_5977920615,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_2888063155,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_0721474387,3,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_0247793832,3,1,WH_HCM_02,HUB_HA_NOI,,0
ORD_3198815869,3,1,WH_HN_01,HUB_THU_DUC,,0
ORD_1993031900,4,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_7794293491,2,2,WH_HN_01,HUB_BINH_TAN,,0
ORD_5808177323,2,0,WH_HCM_02,HUB_THU_DUC,,0
ORD_1822044133,2,1,WH_HCM_01,HUB_HA_NOI,CAT_LAI,1
ORD_7060331703,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_6638581754,3,0,WH_HCM_02,HUB_BINH_TAN,DA_NANG,1
ORD_2011425962,2,1,WH_HN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_1951919235,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_5032562672,2,2,WH_HCM_02,HUB_THU_DUC,,0
ORD_3309009142,2,1,WH_DN_01,HUB_THU_DUC,,0
ORD_9906412478,2,1,WH_HCM_02,HUB_TAN_BINH,HAI_PHONG,1
ORD_4412571307,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_7821892348,1,1,WH_HN_01,HUB_HA_NOI,,0
ORD_9462616220,2,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_1282253563,2,1,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_1004311072,1,0,WH_HN_01,HUB_BINH_TAN,,0
ORD_8657903758,2,1,WH_DN_01,HUB_BINH_TAN,,0
ORD_6598246158,2,1,WH_HCM_01,HUB_TAN_BINH,,0
ORD_1388196149,3,1,WH_DN_01,HUB_HA_NOI,DA_NANG,1
ORD_1861560847,2,1,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_8188319475,1,1,WH_DN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_3370497970,1,2,WH_DN_01,HUB_BINH_TAN,DA_NANG,1
ORD_8222077356,4,1,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_4088661299,2,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_7160414959,3,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_2003378944,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_4836869092,3,2,WH_DN_01,HUB_THU_DUC,,0
ORD_1279124951,4,1,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_9176459968,1,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4617941712,1,1,WH_HN_01,HUB_HA_NOI,HAI_PHONG,1
ORD_2124629379,2,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_2631392788,1,0,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_4139955364,3,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_1413503184,2,2,WH_DN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_4988290233,4,0,WH_HCM_02,HUB_THU_DUC,,0
ORD_5032913082,1,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_0585698079,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_3474349402,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_6579634373,2,1,WH_DN_01,HUB_THU_DUC,HAI_PHONG,1
ORD_4705877410,1,1,WH_HCM_02,HUB_THU_DUC,DA_NANG,1
ORD_3404027589,3,1,WH_HCM_02,HUB_TAN_BINH,,0
ORD_4225181387,1,1,WH_HCM_02,HUB_BINH_TAN,HAI_PHONG,1
ORD_7428393872,1,1,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_0073869732,2,2,WH_HCM_01,HUB_BINH_TAN,,0
ORD_8735863526,3,1,WH_HCM_01,HUB_BINH_TAN,,0
ORD_6132689304,1,1,WH_HCM_02,HUB_HA_NOI,HAI_PHONG,1
ORD_1362431171,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_8057095614,1,2,WH_HN_01,HUB_TAN_BINH,,0
ORD_5004026357,2,0,WH_HN_01,HUB_THU_DUC,CAT_LAI,1
ORD_4933017141,1,0,WH_HN_01,HUB_TAN_BINH,DA_NANG,1
ORD_2634604830,4,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_4183941573,4,2,WH_HN_01,HUB_HA_NOI,,0
ORD_1217642587,1,1,WH_HN_01,HUB_THU_DUC,,0
ORD_6659632289,1,1,WH_DN_01,HUB_TAN_BINH,CAT_LAI,1
ORD_9122990220,4,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_6843302890,1,2,WH_HN_01,HUB_HA_NOI,CAT_LAI,1
ORD_2075520758,1,2,WH_HCM_01,HUB_TAN_BINH,,0
ORD_9988824706,2,1,WH_HCM_01,HUB_HA_NOI,,0
ORD_2793934931,2,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_9158346003,2,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_4779462810,3,2,WH_HN_01,HUB_HA_NOI,,0
ORD_5028365543,1,1,WH_HCM_01,HUB_THU_DUC,CAT_LAI,1
ORD_7629650993,2,1,WH_HN_01,HUB_BINH_TAN,CAI_MEP,1
ORD_5687479597,3,1,WH_HCM_02,HUB_HA_NOI,CAI_MEP,1
ORD_5961112295,2,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_1898547496,2,1,WH_HCM_02,HUB_THU_DUC,,0
ORD_3443794985,3,1,WH_HCM_02,HUB_TAN_BINH,CAI_MEP,1
ORD_9624010907,1,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_0532956083,1,1,WH_DN_01,HUB_TAN_BINH,HAI_PHONG,1
ORD_1741445989,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7790953869,2,1,WH_HN_01,HUB_TAN_BINH,,0
ORD_4665075332,4,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_7968191508,3,0,WH_HCM_01,HUB_THU_DUC,DA_NANG,1
ORD_9392862119,3,0,WH_HCM_02,HUB_HA_NOI,,0
ORD_0561768229,1,1,WH_HCM_02,HUB_BINH_TAN,,0
ORD_8491725421,1,1,WH_HCM_01,HUB_THU_DUC,,0
ORD_9196068497,3,2,WH_HCM_02,HUB_BINH_TAN,,0
ORD_8281271843,3,1,WH_HN_01,HUB_HA_NOI,,0
ORD_0638570823,2,2,WH_DN_01,HUB_BINH_TAN,,0
ORD_9299124846,2,0,WH_HCM_02,HUB_THU_DUC,CAI_MEP,1
ORD_9933230347,2,2,WH_HCM_01,HUB_HA_NOI,,0
ORD_9875409560,3,1,WH_DN_01,HUB_HA_NOI,,0
ORD_2137258702,3,2,WH_HN_01,HUB_THU_DUC,DA_NANG,1
ORD_0842658789,2,1,WH_HCM_02,HUB_HA_NOI,CAT_LAI,1
ORD_5273208964,4,2,WH_HCM_02,HUB_TAN_BINH,CAT_LAI,1
ORD_3831506742,2,0,WH_HCM_02,HUB_TAN_BINH,,0
ORD_9758858856,4,0,WH_HCM_01,HUB_TAN_BINH,,0
ORD_0644869275,1,1,WH_HCM_02,HUB_TAN_BINH,CAI_MEP,1
ORD_6728916022,3,1,WH_HN_01,HUB_BINH_TAN,DA_NANG,1
ORD_7251342369,2,1,WH_HN_01,HUB_THU_DUC,,0
ORD_7801315248,1,1,WH_DN_01,HUB_TAN_BINH,,0
ORD_4622952163,2,2,WH_HCM_01,HUB_THU_DUC,,0
ORD_7916475537,1,2,WH_DN_01,HUB_THU_DUC,,0
