case_id,event_count,unique_step_count,has_assignment,has_pickup,has_load,has_linehaul,has_hub_depot,has_last_mile,has_delivered,has_return_flow,first_start,last_end,total_duration_min,cycle_time_min,missing_core_pickup_or_load,missing_linehaul,missing_delivery_end
ORD_2891737059,29,29,True,True,True,True,True,True,True,True,2025-06-28 06:31:02,2025-06-28 17:23:35,652.55,652.55,0,0,0
ORD_2892140029,29,29,True,True,True,True,True,True,True,True,2025-05-21 08:10:50,2025-05-21 22:11:45,840.9166666666666,840.9166666666666,0,0,0
ORD_2892393028,29,29,True,True,True,True,True,True,True,True,2025-06-04 05:35:03,2025-06-04 16:56:00,680.95,680.95,0,0,0
ORD_2894872945,29,29,True,True,True,True,True,True,True,True,2025-04-15 15:42:03,2025-04-16 04:34:38,772.5833333333334,772.5833333333334,0,0,0
ORD_2896393117,29,29,True,True,True,True,True,True,True,True,2025-06-07 04:36:58,2025-06-07 18:59:26,862.4666666666667,862.4666666666667,0,0,0
ORD_2897098057,29,29,True,True,True,True,True,True,True,True,2025-06-16 00:31:58,2025-06-16 20:48:06,1216.1333333333334,1216.1333333333334,0,0,0
ORD_2898274107,29,29,True,True,True,True,True,True,True,True,2025-05-23 07:46:36,2025-05-23 21:15:57,809.35,809.35,0,0,0
ORD_2898535853,29,29,True,True,True,True,True,True,True,True,2025-06-26 23:03:57,2025-06-27 10:30:06,686.15,686.15,0,0,0
ORD_2900063330,29,29,True,True,True,True,True,True,True,True,2025-04-17 21:42:59,2025-04-18 11:57:26,854.45,854.45,0,0,0
ORD_2900791423,29,29,True,True,True,True,True,True,True,True,2025-04-10 21:16:29,2025-04-11 10:55:26,818.9499999999999,818.95,0,0,0
ORD_2901265326,29,29,True,True,True,True,True,True,True,True,2025-05-25 05:48:02,2025-05-25 15:55:33,607.5166666666667,607.5166666666667,0,0,0
ORD_2902061261,29,29,True,True,True,True,True,True,True,True,2025-06-18 18:44:01,2025-06-19 09:07:49,863.8000000000001,863.8,0,0,0
ORD_2902687611,29,29,True,True,True,True,True,True,True,True,2025-04-07 09:22:49,2025-04-08 02:46:31,1043.7,1043.7,0,0,0
ORD_2904034627,29,29,True,True,True,True,True,True,True,True,2025-04-12 17:30:25,2025-04-13 08:03:45,873.3333333333334,873.3333333333334,0,0,0
ORD_2904173215,29,29,True,True,True,True,True,True,True,True,2025-05-01 01:24:55,2025-05-01 14:32:46,787.8499999999999,787.85,0,0,0
ORD_2904755562,29,29,True,True,True,True,True,True,True,True,2025-05-28 22:15:44,2025-05-29 10:44:49,749.0833333333334,749.0833333333334,0,0,0
ORD_2904942964,29,29,True,True,True,True,True,True,True,True,2025-04-23 07:22:54,2025-04-23 20:55:39,812.75,812.75,0,0,0
ORD_2905219151,29,29,True,True,True,True,True,True,True,True,2025-06-26 17:54:54,2025-06-27 09:25:55,931.0166666666667,931.0166666666667,0,0,0
ORD_2906030986,29,29,True,True,True,True,True,True,True,True,2025-04-06 23:36:39,2025-04-07 10:20:54,644.25,644.25,0,0,0
ORD_2907423702,29,29,True,True,True,True,True,True,True,True,2025-06-05 12:28:34,2025-06-06 01:47:46,799.2,799.2,0,0,0
ORD_2907476823,29,29,True,True,True,True,True,True,True,True,2025-04-04 23:14:57,2025-04-05 18:12:38,1137.6833333333334,1137.6833333333334,0,0,0
ORD_2907838588,29,29,True,True,True,True,True,True,True,True,2025-04-24 22:03:35,2025-04-26 06:36:27,1952.8666666666668,1952.8666666666666,0,0,0
ORD_2908859751,29,29,True,True,True,True,True,True,True,True,2025-06-19 04:06:40,2025-06-19 17:01:57,775.2833333333333,775.2833333333333,0,0,0
ORD_2909560925,29,29,True,True,True,True,True,True,True,True,2025-05-30 14:58:33,2025-05-31 02:59:28,720.9166666666666,720.9166666666666,0,0,0
ORD_2912323082,29,29,True,True,True,True,True,True,True,True,2025-05-11 15:31:42,2025-05-12 09:02:58,1051.2666666666667,1051.2666666666667,0,0,0
ORD_2912441322,29,29,True,True,True,True,True,True,True,True,2025-04-24 11:25:29,2025-04-24 22:21:37,656.1333333333333,656.1333333333333,0,0,0
ORD_2914047430,29,29,True,True,True,True,True,True,True,True,2025-05-08 12:00:00,2025-05-08 21:15:36,555.6,555.6,0,0,0
ORD_2914545950,29,29,True,True,True,True,True,True,True,True,2025-04-17 17:00:22,2025-04-18 05:27:15,746.8833333333333,746.8833333333333,0,0,0
ORD_2916179755,29,29,True,True,True,True,True,True,True,True,2025-05-02 02:31:12,2025-05-02 14:48:14,737.0333333333334,737.0333333333333,0,0,0
ORD_2917910424,29,29,True,True,True,True,True,True,True,True,2025-06-29 18:09:44,2025-06-30 10:23:40,973.9333333333334,973.9333333333333,0,0,0
ORD_2918058036,29,29,True,True,True,True,True,True,True,True,2025-05-27 04:16:41,2025-05-27 19:45:50,929.15,929.15,0,0,0
ORD_2919400186,29,29,True,True,True,True,True,True,True,True,2025-04-26 14:58:11,2025-04-27 02:44:55,706.7333333333333,706.7333333333333,0,0,0
ORD_2919509437,29,29,True,True,True,True,True,True,True,True,2025-06-16 21:09:41,2025-06-17 09:23:17,733.6,733.6,0,0,0
ORD_2921209518,29,29,True,True,True,True,True,True,True,True,2025-04-20 10:22:46,2025-04-20 20:23:50,601.0666666666666,601.0666666666667,0,0,0
ORD_2921837172,29,29,True,True,True,True,True,True,True,True,2025-05-27 08:20:52,2025-05-28 02:07:08,1066.2666666666667,1066.2666666666667,0,0,0
ORD_2922374296,29,29,True,True,True,True,True,True,True,True,2025-05-08 06:14:20,2025-05-08 17:42:35,688.25,688.25,0,0,0
ORD_2923405380,29,29,True,True,True,True,True,True,True,True,2025-05-08 11:30:35,2025-05-09 01:07:57,817.3666666666667,817.3666666666667,0,0,0
ORD_2923420919,29,29,True,True,True,True,True,True,True,True,2025-04-08 12:17:25,2025-04-09 00:10:55,713.5,713.5,0,0,0
ORD_2926255230,29,29,True,True,True,True,True,True,True,True,2025-05-17 14:51:44,2025-05-18 05:43:06,891.3666666666667,891.3666666666667,0,0,0
ORD_2926960874,29,29,True,True,True,True,True,True,True,True,2025-06-21 15:01:21,2025-06-22 00:17:38,556.2833333333333,556.2833333333333,0,0,0
ORD_2928759779,29,29,True,True,True,True,True,True,True,True,2025-06-07 23:56:23,2025-06-08 14:41:51,885.4666666666667,885.4666666666667,0,0,0
ORD_2930230095,29,29,True,True,True,True,True,True,True,True,2025-06-26 03:57:33,2025-06-26 15:54:17,716.7333333333333,716.7333333333333,0,0,0
ORD_2930236292,29,29,True,True,True,True,True,True,True,True,2025-04-13 02:45:19,2025-04-13 20:58:35,1093.2666666666667,1093.2666666666667,0,0,0
ORD_2931056359,29,29,True,True,True,True,True,True,True,True,2025-04-21 14:54:34,2025-04-22 13:05:59,1331.4166666666667,1331.4166666666667,0,0,0
ORD_2932955877,29,29,True,True,True,True,True,True,True,True,2025-05-13 13:04:21,2025-05-13 22:31:19,566.9666666666667,566.9666666666667,0,0,0
ORD_2933027343,29,29,True,True,True,True,True,True,True,True,2025-06-28 06:51:19,2025-06-28 20:36:59,825.6666666666667,825.6666666666666,0,0,0
ORD_2933274255,29,29,True,True,True,True,True,True,True,True,2025-05-29 21:48:19,2025-05-30 09:58:42,730.3833333333333,730.3833333333333,0,0,0
ORD_2934634979,29,29,True,True,True,True,True,True,True,True,2025-05-25 22:24:01,2025-05-26 11:07:53,763.8666666666667,763.8666666666667,0,0,0
ORD_2935127251,29,29,True,True,True,True,True,True,True,True,2025-04-18 03:14:53,2025-04-18 18:12:43,897.8333333333333,897.8333333333334,0,0,0
ORD_2935579438,29,29,True,True,True,True,True,True,True,True,2025-05-18 11:12:25,2025-05-19 00:10:42,778.2833333333333,778.2833333333333,0,0,0
ORD_2935614498,29,29,True,True,True,True,True,True,True,True,2025-04-09 19:41:16,2025-04-10 09:12:53,811.6166666666667,811.6166666666667,0,0,0
ORD_2936786532,29,29,True,True,True,True,True,True,True,True,2025-06-14 13:45:46,2025-06-15 08:07:08,1101.3666666666666,1101.3666666666666,0,0,0
ORD_2937495036,29,29,True,True,True,True,True,True,True,True,2025-05-01 13:50:48,2025-05-02 00:24:09,633.35,633.35,0,0,0
ORD_2937625847,29,29,True,True,True,True,True,True,True,True,2025-05-22 00:03:47,2025-05-22 13:23:26,799.65,799.65,0,0,0
ORD_2937696064,29,29,True,True,True,True,True,True,True,True,2025-04-06 18:17:49,2025-04-07 04:07:41,589.8666666666667,589.8666666666667,0,0,0
ORD_2937813674,29,29,True,True,True,True,True,True,True,True,2025-06-15 11:22:34,2025-06-16 01:50:37,868.05,868.05,0,0,0
ORD_2939935331,29,29,True,True,True,True,True,True,True,True,2025-05-13 18:29:02,2025-05-14 06:34:48,725.7666666666667,725.7666666666667,0,0,0
ORD_2942244166,29,29,True,True,True,True,True,True,True,True,2025-06-04 06:36:59,2025-06-04 16:45:33,608.5666666666666,608.5666666666667,0,0,0
ORD_2943447096,29,29,True,True,True,True,True,True,True,True,2025-04-20 18:43:15,2025-04-21 05:56:46,673.5166666666667,673.5166666666667,0,0,0
ORD_2943559584,29,29,True,True,True,True,True,True,True,True,2025-06-18 21:28:52,2025-06-19 10:34:56,786.0666666666667,786.0666666666667,0,0,0
ORD_2945667135,29,29,True,True,True,True,True,True,True,True,2025-04-22 21:33:34,2025-04-23 10:28:22,774.8,774.8,0,0,0
ORD_2946749189,29,29,True,True,True,True,True,True,True,True,2025-04-29 02:03:15,2025-04-29 10:33:30,510.25,510.25,0,0,0
ORD_2947118337,29,29,True,True,True,True,True,True,True,True,2025-04-12 17:05:37,2025-04-13 02:17:34,551.95,551.95,0,0,0
ORD_2947412490,29,29,True,True,True,True,True,True,True,True,2025-04-19 07:06:46,2025-04-19 15:55:44,528.9666666666667,528.9666666666667,0,0,0
ORD_2947671889,29,29,True,True,True,True,True,True,True,True,2025-05-29 13:35:27,2025-05-30 02:50:38,795.1833333333333,795.1833333333333,0,0,0
ORD_2949880012,29,29,True,True,True,True,True,True,True,True,2025-04-21 18:04:07,2025-04-22 06:16:08,732.0166666666667,732.0166666666667,0,0,0
ORD_2950605635,29,29,True,True,True,True,True,True,True,True,2025-04-09 21:39:43,2025-04-10 12:40:57,901.2333333333332,901.2333333333333,0,0,0
ORD_2950783153,29,29,True,True,True,True,True,True,True,True,2025-06-27 19:20:36,2025-06-28 09:38:43,858.1166666666667,858.1166666666667,0,0,0
ORD_2951402815,29,29,True,True,True,True,True,True,True,True,2025-04-11 02:36:08,2025-04-11 15:50:21,794.2166666666667,794.2166666666667,0,0,0
ORD_2953581865,29,29,True,True,True,True,True,True,True,True,2025-04-15 22:32:46,2025-04-16 09:45:05,672.3166666666667,672.3166666666667,0,0,0
ORD_2954003499,29,29,True,True,True,True,True,True,True,True,2025-04-08 10:10:30,2025-04-09 01:16:59,906.4833333333333,906.4833333333333,0,0,0
ORD_2954031658,29,29,True,True,True,True,True,True,True,True,2025-04-21 00:48:38,2025-04-21 16:10:46,922.1333333333333,922.1333333333333,0,0,0
ORD_2954694834,29,29,True,True,True,True,True,True,True,True,2025-05-19 09:46:15,2025-05-19 23:20:40,814.4166666666666,814.4166666666666,0,0,0
ORD_2957604120,29,29,True,True,True,True,True,True,True,True,2025-06-24 19:31:48,2025-06-25 07:40:21,728.55,728.55,0,0,0
ORD_2959935505,29,29,True,True,True,True,True,True,True,True,2025-06-25 22:31:28,2025-06-26 10:52:17,740.8166666666666,740.8166666666667,0,0,0
ORD_2960248296,29,29,True,True,True,True,True,True,True,True,2025-05-09 17:46:38,2025-05-10 07:50:03,843.4166666666666,843.4166666666666,0,0,0
ORD_2960795983,29,29,True,True,True,True,True,True,True,True,2025-04-09 07:03:16,2025-04-10 03:26:44,1223.4666666666667,1223.4666666666667,0,0,0
ORD_2960848733,29,29,True,True,True,True,True,True,True,True,2025-06-08 01:32:29,2025-06-08 10:45:19,552.8333333333334,552.8333333333334,0,0,0
ORD_2961120000,29,29,True,True,True,True,True,True,True,True,2025-04-08 20:55:37,2025-04-09 10:37:15,821.6333333333333,821.6333333333333,0,0,0
ORD_2962031531,29,29,True,True,True,True,True,True,True,True,2025-06-22 20:01:16,2025-06-23 08:39:12,757.9333333333333,757.9333333333333,0,0,0
ORD_2962246126,29,29,True,True,True,True,True,True,True,True,2025-05-03 07:46:35,2025-05-04 03:23:51,1177.2666666666667,1177.2666666666667,0,0,0
ORD_2964063265,29,29,True,True,True,True,True,True,True,True,2025-05-14 07:00:38,2025-05-14 20:04:18,783.6666666666666,783.6666666666666,0,0,0
ORD_2965851233,29,29,True,True,True,True,True,True,True,True,2025-06-08 13:26:18,2025-06-09 02:07:10,760.8666666666667,760.8666666666667,0,0,0
ORD_2966137938,29,29,True,True,True,True,True,True,True,True,2025-06-03 22:39:35,2025-06-04 15:44:34,1024.9833333333333,1024.9833333333333,0,0,0
ORD_2967000891,29,29,True,True,True,True,True,True,True,True,2025-05-11 15:41:39,2025-05-12 01:58:35,616.9333333333333,616.9333333333333,0,0,0
ORD_2967037966,29,29,True,True,True,True,True,True,True,True,2025-06-12 05:50:27,2025-06-12 15:41:19,590.8666666666667,590.8666666666667,0,0,0
ORD_2968142505,29,29,True,True,True,True,True,True,True,True,2025-06-16 20:51:25,2025-06-17 08:15:35,684.1666666666666,684.1666666666666,0,0,0
ORD_2969621519,29,29,True,True,True,True,True,True,True,True,2025-06-21 04:49:28,2025-06-21 13:48:58,539.5,539.5,0,0,0
ORD_2971626733,29,29,True,True,True,True,True,True,True,True,2025-06-22 06:13:16,2025-06-22 20:40:22,867.1,867.1,0,0,0
ORD_2972406915,29,29,True,True,True,True,True,True,True,True,2025-06-16 16:04:20,2025-06-17 07:18:47,914.4499999999999,914.45,0,0,0
ORD_2972527163,29,29,True,True,True,True,True,True,True,True,2025-04-14 03:20:31,2025-04-14 15:26:22,725.85,725.85,0,0,0
ORD_2973728190,29,29,True,True,True,True,True,True,True,True,2025-05-11 19:17:34,2025-05-12 07:20:16,722.7,722.7,0,0,0
ORD_2974076599,29,29,True,True,True,True,True,True,True,True,2025-05-31 17:27:30,2025-06-01 08:47:53,920.3833333333333,920.3833333333333,0,0,0
ORD_2974429541,29,29,True,True,True,True,True,True,True,True,2025-04-16 20:02:34,2025-04-17 13:06:10,1023.5999999999999,1023.6,0,0,0
ORD_2974646512,29,29,True,True,True,True,True,True,True,True,2025-06-25 19:30:10,2025-06-26 16:22:02,1251.8666666666666,1251.8666666666666,0,0,0
ORD_2975965949,29,29,True,True,True,True,True,True,True,True,2025-06-28 12:05:30,2025-06-29 06:19:12,1093.7,1093.7,0,0,0
ORD_2976338563,29,29,True,True,True,True,True,True,True,True,2025-06-29 19:09:48,2025-06-30 11:12:35,962.7833333333333,962.7833333333333,0,0,0
ORD_2976480612,29,29,True,True,True,True,True,True,True,True,2025-06-02 01:11:14,2025-06-02 11:56:01,644.7833333333333,644.7833333333333,0,0,0
ORD_2978044042,29,29,True,True,True,True,True,True,True,True,2025-04-22 17:34:20,2025-04-23 06:30:07,775.7833333333333,775.7833333333333,0,0,0
ORD_2980083258,29,29,True,True,True,True,True,True,True,True,2025-04-04 09:21:37,2025-04-05 10:08:35,1486.9666666666667,1486.9666666666667,0,0,0
ORD_2980959241,29,29,True,True,True,True,True,True,True,True,2025-06-30 17:48:33,2025-07-01 09:46:49,958.2666666666667,958.2666666666667,0,0,0
ORD_2982833855,29,29,True,True,True,True,True,True,True,True,2025-04-20 17:16:30,2025-04-21 03:28:58,612.4666666666667,612.4666666666667,0,0,0
ORD_2983278225,29,29,True,True,True,True,True,True,True,True,2025-05-10 22:13:53,2025-05-11 11:03:32,769.65,769.65,0,0,0
ORD_2983363641,29,29,True,True,True,True,True,True,True,True,2025-06-21 01:53:19,2025-06-21 13:49:48,716.4833333333333,716.4833333333333,0,0,0
ORD_2985512597,29,29,True,True,True,True,True,True,True,True,2025-04-04 02:40:47,2025-04-04 12:28:43,587.9333333333333,587.9333333333333,0,0,0
ORD_2986313951,29,29,True,True,True,True,True,True,True,True,2025-04-04 19:11:23,2025-04-05 10:27:41,916.3,916.3,0,0,0
ORD_2986440715,29,29,True,True,True,True,True,True,True,True,2025-06-11 21:33:51,2025-06-12 09:28:21,714.5,714.5,0,0,0
ORD_2986518080,29,29,True,True,True,True,True,True,True,True,2025-06-21 00:30:55,2025-06-21 14:08:36,817.6833333333334,817.6833333333333,0,0,0
ORD_2988198942,29,29,True,True,True,True,True,True,True,True,2025-06-10 06:30:08,2025-06-10 23:49:03,1038.9166666666665,1038.9166666666667,0,0,0
ORD_2988338669,29,29,True,True,True,True,True,True,True,True,2025-05-08 03:22:56,2025-05-08 14:37:08,674.2,674.2,0,0,0
ORD_2988616209,29,29,True,True,True,True,True,True,True,True,2025-04-03 08:19:14,2025-04-03 18:36:16,617.0333333333333,617.0333333333333,0,0,0
ORD_2988691895,29,29,True,True,True,True,True,True,True,True,2025-06-28 03:09:32,2025-06-28 17:20:10,850.6333333333333,850.6333333333333,0,0,0
ORD_2989695138,29,29,True,True,True,True,True,True,True,True,2025-04-05 09:27:56,2025-04-05 22:36:59,789.05,789.05,0,0,0
ORD_2992481122,29,29,True,True,True,True,True,True,True,True,2025-05-29 02:42:05,2025-05-29 14:50:37,728.5333333333333,728.5333333333333,0,0,0
ORD_2992511341,29,29,True,True,True,True,True,True,True,True,2025-05-03 17:59:37,2025-05-04 02:30:05,510.46666666666664,510.46666666666664,0,0,0
ORD_2992725266,29,29,True,True,True,True,True,True,True,True,2025-05-11 11:01:35,2025-05-12 03:20:13,978.6333333333333,978.6333333333333,0,0,0
ORD_2993469245,29,29,True,True,True,True,True,True,True,True,2025-05-18 05:45:22,2025-05-18 15:52:10,606.8,606.8,0,0,0
ORD_2993765186,29,29,True,True,True,True,True,True,True,True,2025-05-10 08:10:35,2025-05-10 20:19:42,729.1166666666667,729.1166666666667,0,0,0
ORD_2993970472,29,29,True,True,True,True,True,True,True,True,2025-05-24 01:45:14,2025-05-24 14:31:18,766.0666666666667,766.0666666666667,0,0,0
ORD_2994193496,29,29,True,True,True,True,True,True,True,True,2025-05-09 13:45:12,2025-05-10 00:24:04,638.8666666666667,638.8666666666667,0,0,0
ORD_2994929227,29,29,True,True,True,True,True,True,True,True,2025-06-26 01:01:35,2025-06-26 13:37:09,755.5666666666667,755.5666666666667,0,0,0
ORD_2995080679,29,29,True,True,True,True,True,True,True,True,2025-05-06 06:03:57,2025-05-06 17:12:34,668.6166666666667,668.6166666666667,0,0,0
ORD_2995324094,29,29,True,True,True,True,True,True,True,True,2025-06-23 18:57:58,2025-06-24 08:19:03,801.0833333333334,801.0833333333334,0,0,0
ORD_2995915468,29,29,True,True,True,True,True,True,True,True,2025-04-09 12:51:33,2025-04-09 21:37:44,526.1833333333334,526.1833333333333,0,0,0
ORD_2996868111,29,29,True,True,True,True,True,True,True,True,2025-04-28 13:38:25,2025-04-29 14:54:13,1515.8,1515.8,0,0,0
ORD_2997844799,29,29,True,True,True,True,True,True,True,True,2025-06-22 18:41:12,2025-06-23 07:02:19,741.1166666666667,741.1166666666667,0,0,0
ORD_2998008306,29,29,True,True,True,True,True,True,True,True,2025-06-20 20:11:59,2025-06-21 10:41:01,869.0333333333333,869.0333333333333,0,0,0
ORD_2998523720,29,29,True,True,True,True,True,True,True,True,2025-05-25 16:01:33,2025-05-26 10:29:06,1107.55,1107.55,0,0,0
ORD_2998911136,29,29,True,True,True,True,True,True,True,True,2025-06-24 09:53:40,2025-06-24 22:55:27,781.7833333333333,781.7833333333333,0,0,0
ORD_3000023723,29,29,True,True,True,True,True,True,True,True,2025-04-25 13:32:29,2025-04-26 09:49:07,1216.6333333333334,1216.6333333333334,0,0,0
ORD_3000399292,29,29,True,True,True,True,True,True,True,True,2025-04-19 22:54:28,2025-04-20 09:02:00,607.5333333333333,607.5333333333333,0,0,0
ORD_3000431213,29,29,True,True,True,True,True,True,True,True,2025-05-30 18:43:45,2025-05-31 05:27:33,643.8,643.8,0,0,0
ORD_3000507102,29,29,True,True,True,True,True,True,True,True,2025-06-16 16:59:56,2025-06-17 10:33:20,1053.4,1053.4,0,0,0
ORD_3000627263,29,29,True,True,True,True,True,True,True,True,2025-04-06 09:26:29,2025-04-07 05:17:34,1191.0833333333333,1191.0833333333333,0,0,0
ORD_3001635095,29,29,True,True,True,True,True,True,True,True,2025-05-11 08:54:53,2025-05-11 20:10:17,675.4,675.4,0,0,0
ORD_3002687607,29,29,True,True,True,True,True,True,True,True,2025-05-07 02:16:00,2025-05-07 18:06:23,950.3833333333333,950.3833333333333,0,0,0
ORD_3004490902,29,29,True,True,True,True,True,True,True,True,2025-04-09 10:46:47,2025-04-09 20:54:41,607.9,607.9,0,0,0
ORD_3006934288,29,29,True,True,True,True,True,True,True,True,2025-06-06 23:41:30,2025-06-07 14:57:14,915.7333333333333,915.7333333333333,0,0,0
ORD_3007138373,29,29,True,True,True,True,True,True,True,True,2025-04-08 07:59:15,2025-04-09 00:40:59,1001.7333333333333,1001.7333333333333,0,0,0
ORD_3007829348,29,29,True,True,True,True,True,True,True,True,2025-06-03 01:51:13,2025-06-03 16:43:03,891.8333333333334,891.8333333333334,0,0,0
ORD_3009512774,29,29,True,True,True,True,True,True,True,True,2025-05-24 00:50:58,2025-05-24 10:34:38,583.6666666666666,583.6666666666666,0,0,0
ORD_3010033023,29,29,True,True,True,True,True,True,True,True,2025-06-12 03:00:01,2025-06-12 19:08:15,968.2333333333333,968.2333333333333,0,0,0
ORD_3010719880,29,29,True,True,True,True,True,True,True,True,2025-05-06 23:13:47,2025-05-07 08:46:14,572.4499999999999,572.45,0,0,0
ORD_3010911633,29,29,True,True,True,True,True,True,True,True,2025-06-25 21:44:29,2025-06-26 13:48:43,964.2333333333333,964.2333333333333,0,0,0
ORD_3011398502,29,29,True,True,True,True,True,True,True,True,2025-05-16 07:28:25,2025-05-16 18:02:02,633.6166666666667,633.6166666666667,0,0,0
ORD_3011443979,29,29,True,True,True,True,True,True,True,True,2025-05-31 07:24:37,2025-05-31 22:19:39,895.0333333333333,895.0333333333333,0,0,0
ORD_3011489549,29,29,True,True,True,True,True,True,True,True,2025-04-12 01:50:51,2025-04-12 11:04:40,553.8166666666667,553.8166666666667,0,0,0
ORD_3012017705,29,29,True,True,True,True,True,True,True,True,2025-05-03 22:59:26,2025-05-04 12:18:35,799.15,799.15,0,0,0
ORD_3012628278,29,29,True,True,True,True,True,True,True,True,2025-06-11 17:55:06,2025-06-12 04:23:07,628.0166666666667,628.0166666666667,0,0,0
ORD_3014434931,29,29,True,True,True,True,True,True,True,True,2025-06-05 06:54:17,2025-06-06 01:05:39,1091.3666666666668,1091.3666666666666,0,0,0
ORD_3014699296,29,29,True,True,True,True,True,True,True,True,2025-05-08 18:02:08,2025-05-09 11:45:14,1063.1,1063.1,0,0,0
ORD_3016550829,29,29,True,True,True,True,True,True,True,True,2025-05-11 22:03:08,2025-05-12 08:08:28,605.3333333333334,605.3333333333334,0,0,0
ORD_3017722561,29,29,True,True,True,True,True,True,True,True,2025-05-18 07:58:16,2025-05-18 19:39:32,701.2666666666667,701.2666666666667,0,0,0
ORD_3018574442,29,29,True,True,True,True,True,True,True,True,2025-04-19 17:02:15,2025-04-20 13:57:17,1255.0333333333333,1255.0333333333333,0,0,0
ORD_3018843245,29,29,True,True,True,True,True,True,True,True,2025-04-22 00:13:14,2025-04-22 12:14:55,721.6833333333333,721.6833333333333,0,0,0
ORD_3020889301,29,29,True,True,True,True,True,True,True,True,2025-06-24 10:15:32,2025-06-24 21:26:59,671.45,671.45,0,0,0
ORD_3021888892,29,29,True,True,True,True,True,True,True,True,2025-04-17 13:20:46,2025-04-18 03:01:59,821.2166666666667,821.2166666666667,0,0,0
ORD_3021896587,29,29,True,True,True,True,True,True,True,True,2025-05-21 07:02:14,2025-05-22 06:36:47,1414.55,1414.55,0,0,0
ORD_3022074163,29,29,True,True,True,True,True,True,True,True,2025-04-18 11:16:09,2025-04-19 00:57:05,820.9333333333333,820.9333333333333,0,0,0
ORD_3023977907,29,29,True,True,True,True,True,True,True,True,2025-05-19 19:20:52,2025-05-20 11:45:08,984.2666666666667,984.2666666666667,0,0,0
ORD_3025338120,29,29,True,True,True,True,True,True,True,True,2025-04-19 18:39:06,2025-04-20 12:40:40,1081.5666666666666,1081.5666666666666,0,0,0
ORD_3027367026,29,29,True,True,True,True,True,True,True,True,2025-04-12 21:40:38,2025-04-13 12:49:37,908.9833333333333,908.9833333333333,0,0,0
ORD_3029427875,29,29,True,True,True,True,True,True,True,True,2025-05-25 00:32:03,2025-05-25 12:13:09,701.1,701.1,0,0,0
ORD_3029546674,29,29,True,True,True,True,True,True,True,True,2025-06-10 01:17:00,2025-06-10 13:33:35,736.5833333333334,736.5833333333334,0,0,0
ORD_3030538024,29,29,True,True,True,True,True,True,True,True,2025-05-15 18:26:01,2025-05-16 12:33:33,1087.5333333333333,1087.5333333333333,0,0,0
ORD_3030684353,29,29,True,True,True,True,True,True,True,True,2025-05-20 11:45:28,2025-05-21 00:09:21,743.8833333333333,743.8833333333333,0,0,0
ORD_3030806698,29,29,True,True,True,True,True,True,True,True,2025-04-24 17:49:48,2025-04-25 08:51:23,901.5833333333334,901.5833333333334,0,0,0
ORD_3030845614,29,29,True,True,True,True,True,True,True,True,2025-05-12 07:42:12,2025-05-12 20:09:35,747.3833333333333,747.3833333333333,0,0,0
ORD_3031363544,29,29,True,True,True,True,True,True,True,True,2025-06-12 04:31:08,2025-06-12 14:04:59,573.85,573.85,0,0,0
ORD_3032943497,29,29,True,True,True,True,True,True,True,True,2025-06-03 06:01:38,2025-06-03 17:20:42,679.0666666666666,679.0666666666667,0,0,0
ORD_3033946911,29,29,True,True,True,True,True,True,True,True,2025-04-17 22:40:50,2025-04-18 11:51:32,790.7,790.7,0,0,0
ORD_3034966705,29,29,True,True,True,True,True,True,True,True,2025-06-23 07:35:35,2025-06-23 17:33:37,598.0333333333333,598.0333333333333,0,0,0
ORD_3035462247,29,29,True,True,True,True,True,True,True,True,2025-06-19 02:58:53,2025-06-19 13:42:14,643.35,643.35,0,0,0
ORD_3038064754,29,29,True,True,True,True,True,True,True,True,2025-04-30 16:13:17,2025-05-01 03:40:32,687.25,687.25,0,0,0
ORD_3038825363,29,29,True,True,True,True,True,True,True,True,2025-06-10 17:33:13,2025-06-11 02:43:48,550.5833333333334,550.5833333333334,0,0,0
ORD_3039072268,29,29,True,True,True,True,True,True,True,True,2025-06-04 10:21:33,2025-06-05 06:40:00,1218.45,1218.45,0,0,0
ORD_3039355169,29,29,True,True,True,True,True,True,True,True,2025-04-12 13:21:47,2025-04-13 05:11:16,949.4833333333333,949.4833333333333,0,0,0
ORD_3041122387,29,29,True,True,True,True,True,True,True,True,2025-06-25 04:35:29,2025-06-25 16:01:00,685.5166666666667,685.5166666666667,0,0,0
ORD_3041830094,29,29,True,True,True,True,True,True,True,True,2025-06-25 18:28:23,2025-06-26 04:46:52,618.4833333333333,618.4833333333333,0,0,0
ORD_3042364474,29,29,True,True,True,True,True,True,True,True,2025-04-13 18:06:30,2025-04-14 09:13:38,907.1333333333333,907.1333333333333,0,0,0
ORD_3043502316,29,29,True,True,True,True,True,True,True,True,2025-04-26 14:10:48,2025-04-27 07:45:25,1054.6166666666668,1054.6166666666666,0,0,0
ORD_3046126787,29,29,True,True,True,True,True,True,True,True,2025-04-02 09:30:32,2025-04-02 19:57:03,626.5166666666667,626.5166666666667,0,0,0
ORD_3046935346,29,29,True,True,True,True,True,True,True,True,2025-05-20 00:32:54,2025-05-20 14:25:56,833.0333333333333,833.0333333333333,0,0,0
ORD_3047640618,29,29,True,True,True,True,True,True,True,True,2025-06-14 05:59:36,2025-06-15 00:43:12,1123.6,1123.6,0,0,0
